0.12,498.7654321,0.2,56.5
0.12,498.7654321,0.3,55.1
0.12,498.7654321,0.4,55.4
0.12,498.7654321,0.5,57.4
0.12,498.7654321,0.6,62.2
0.12,498.7654321,0.7,66.4
0.12,498.7654321,0.8,74.8
0.12,498.7654321,0.9,79.8
0.12,527.1604938,0.1,58.7
0.12,527.1604938,0.2,56.6
0.12,527.1604938,0.3,55.3
0.12,527.1604938,0.4,56.1
0.12,527.1604938,0.5,58.3
0.12,527.1604938,0.6,61.9
0.12,527.1604938,0.7,69.4
0.12,527.1604938,0.8,74.2
0.12,527.1604938,0.9,81
0.12,555.5555556,0.1,57.9
0.12,555.5555556,0.2,56
0.12,555.5555556,0.3,56.3
0.12,555.5555556,0.4,56.4
0.12,555.5555556,0.5,59
0.12,555.5555556,0.6,63.6
0.12,555.5555556,0.7,71.5
0.12,555.5555556,0.8,76.9
0.12,555.5555556,0.9,81.8
0.23,300,0.1,57.2
0.23,300,0.2,55
0.23,300,0.3,54.4
0.23,300,0.4,53.9
0.23,300,0.5,53.5
0.23,300,0.6,53.3
0.23,300,0.7,52.9
0.23,300,0.8,56.1
0.23,300,0.9,57
0.23,328.3950617,0.1,57.5
0.23,328.3950617,0.2,55.1
0.23,328.3950617,0.3,54
0.23,328.3950617,0.4,53.8
0.23,328.3950617,0.5,53.9
0.23,328.3950617,0.6,54.6
0.23,328.3950617,0.7,55
0.23,328.3950617,0.8,57.2
0.23,328.3950617,0.9,58.5
0.23,356.7901235,0.1,57.4
0.23,356.7901235,0.2,56.1
0.23,356.7901235,0.3,55.1
0.23,356.7901235,0.4,54.5
0.23,356.7901235,0.5,53.8
0.23,356.7901235,0.6,55.1
0.23,356.7901235,0.7,56.1
0.23,356.7901235,0.8,58.5
0.23,356.7901235,0.9,59.9
0.23,385.1851852,0.1,58.4
0.23,385.1851852,0.2,56
0.23,385.1851852,0.3,54.1
0.23,385.1851852,0.4,54
0.23,385.1851852,0.5,54.6
0.23,385.1851852,0.6,56
0.23,385.1851852,0.7,57.4
0.23,385.1851852,0.8,59.3
0.23,385.1851852,0.9,61.5
0.23,413.5802469,0.1,57.6
0.23,413.5802469,0.2,55.6
0.23,413.5802469,0.3,54.8
0.23,413.5802469,0.4,54.9
0.23,413.5802469,0.5,53.8
0.23,413.5802469,0.6,55.5
0.23,413.5802469,0.7,58
0.23,413.5802469,0.8,59.1
0.23,413.5802469,0.9,63.1
0.23,441.9753086,0.1,57.4
0.23,441.9753086,0.2,56
0.23,441.9753086,0.3,55.2
0.23,441.9753086,0.4,54.1
0.23,441.9753086,0.5,54.8
0.23,441.9753086,0.6,57
0.23,441.9753086,0.7,57.9
0.23,441.9753086,0.8,61.9
0.23,441.9753086,0.9,63.4
0.23,470.3703704,0.1,57.5
0.23,470.3703704,0.2,55.8
0.23,470.3703704,0.3,55
0.23,470.3703704,0.4,54.5
0.23,470.3703704,0.5,54.9
0.23,470.3703704,0.6,56.9
0.23,470.3703704,0.7,58.4
0.23,470.3703704,0.8,63
0.23,470.3703704,0.9,66.8
0.23,498.7654321,0.1,57.6
0.23,498.7654321,0.2,55.9
0.23,498.7654321,0.3,54.4
0.23,498.7654321,0.4,54.4
0.23,498.7654321,0.5,55.3
0.23,498.7654321,0.6,56.8
0.23,498.7654321,0.7,60.6
0.23,498.7654321,0.8,64.3
0.23,498.7654321,0.9,66.6
0.23,527.1604938,0.1,57.8
0.23,527.1604938,0.2,55.8
0.23,527.1604938,0.3,55.3
0.23,527.1604938,0.4,54.4
0.23,527.1604938,0.5,56.6
0.23,527.1604938,0.6,59.5
0.23,527.1604938,0.7,61.5
0.23,527.1604938,0.8,64.9
0.23,527.1604938,0.9,67.9
0.23,555.5555556,0.1,57.5
0.23,555.5555556,0.2,55.8
0.23,555.5555556,0.3,54.9
0.23,555.5555556,0.4,54.4
0.23,555.5555556,0.5,56.2
0.23,555.5555556,0.6,58
0.23,555.5555556,0.7,62
0.23,555.5555556,0.8,65.6
0.23,555.5555556,0.9,67.2
0.34,300,0.1,57.8
0.34,300,0.2,55.9
0.34,300,0.3,54
0.34,300,0.4,54.3
0.34,300,0.5,53.5
0.34,300,0.6,52.9
0.34,300,0.7,54.9
0.34,300,0.8,53.7
0.34,300,0.9,55.8
0.34,328.3950617,0.1,57.4
0.34,328.3950617,0.2,56.1
0.34,328.3950617,0.3,54.7
0.34,328.3950617,0.4,53.8
0.34,328.3950617,0.5,53.6
0.34,328.3950617,0.6,53.5
0.34,328.3950617,0.7,54.2
0.34,328.3950617,0.8,55.3
0.34,328.3950617,0.9,56.7
0.34,356.7901235,0.1,57.7
0.34,356.7901235,0.2,55.6
0.34,356.7901235,0.3,53.9
0.34,356.7901235,0.4,54.3
0.34,356.7901235,0.5,53.2
0.34,356.7901235,0.6,54.3
0.34,356.7901235,0.7,54.8
0.34,356.7901235,0.8,53.9
0.34,356.7901235,0.9,55.8
0.34,385.1851852,0.1,57.4
0.34,385.1851852,0.2,55.5
0.34,385.1851852,0.3,53.8
0.34,385.1851852,0.4,53.8
0.34,385.1851852,0.5,53.4
0.34,385.1851852,0.6,53.8
0.34,385.1851852,0.7,55
0.34,385.1851852,0.8,56.2
0.34,385.1851852,0.9,59.8
0.34,413.5802469,0.1,58.4
0.34,413.5802469,0.2,55.9
0.34,413.5802469,0.3,54.6
0.34,413.5802469,0.4,54.2
0.34,413.5802469,0.5,54.3
0.34,413.5802469,0.6,54.9
0.34,413.5802469,0.7,55.5
0.34,413.5802469,0.8,56.8
0.34,413.5802469,0.9,59.5
0.34,441.9753086,0.1,57.6
0.34,441.9753086,0.2,55.8
0.34,441.9753086,0.3,54
0.34,441.9753086,0.4,54.7
0.34,441.9753086,0.5,54.2
0.34,441.9753086,0.6,55.6
0.34,441.9753086,0.7,57.4
0.34,441.9753086,0.8,58.1
0.34,441.9753086,0.9,58.7
0.34,470.3703704,0.1,58.2
0.34,470.3703704,0.2,56.4
0.34,470.3703704,0.3,54.6
0.34,470.3703704,0.4,53.9
0.34,470.3703704,0.5,54.6
0.34,470.3703704,0.6,55.2
0.34,470.3703704,0.7,57.3
0.34,470.3703704,0.8,59
0.34,470.3703704,0.9,61.5
0.34,498.7654321,0.1,57.4
0.34,498.7654321,0.2,55.8
0.34,498.7654321,0.3,54.5
0.34,498.7654321,0.4,53.6
0.34,498.7654321,0.5,55
0.34,498.7654321,0.6,56.2
0.34,498.7654321,0.7,57.1
0.34,498.7654321,0.8,60.4
0.34,498.7654321,0.9,61.2
0.34,527.1604938,0.1,58.2
0.34,527.1604938,0.2,55.3
0.34,527.1604938,0.3,55
0.34,527.1604938,0.4,54.7
0.34,527.1604938,0.5,55.2
0.34,527.1604938,0.6,55.5
0.34,527.1604938,0.7,58.9
0.34,527.1604938,0.8,60.8
0.34,527.1604938,0.9,62.4
0.34,555.5555556,0.1,58
0.34,555.5555556,0.2,55.3
0.34,555.5555556,0.3,55
0.34,555.5555556,0.4,54.4
0.34,555.5555556,0.5,54.4
0.34,555.5555556,0.6,56.7
0.34,555.5555556,0.7,59.3
0.34,555.5555556,0.8,61.2
0.34,555.5555556,0.9,63
0.45,300,0.1,58.6
0.45,300,0.2,55.1
0.45,300,0.3,53.9
0.45,300,0.4,54
0.45,300,0.5,52.9
0.45,300,0.6,52.5
0.45,300,0.7,51.6
0.45,300,0.8,53.4
0.45,300,0.9,53.6
0.45,328.3950617,0.1,58
0.45,328.3950617,0.2,56.3
0.45,328.3950617,0.3,54.4
0.45,328.3950617,0.4,54.1
0.45,328.3950617,0.5,54
0.45,328.3950617,0.6,53.4
0.45,328.3950617,0.7,53.4
0.45,328.3950617,0.8,54
0.45,328.3950617,0.9,53.3
0.45,356.7901235,0.1,58
0.45,356.7901235,0.2,55.5
0.45,356.7901235,0.3,53.9
0.45,356.7901235,0.4,53.9
0.45,356.7901235,0.5,52.3
0.45,356.7901235,0.6,52.7
0.45,356.7901235,0.7,53.2
0.45,356.7901235,0.8,55.3
0.45,356.7901235,0.9,56
0.45,385.1851852,0.1,57.8
0.45,385.1851852,0.2,54.9
0.45,385.1851852,0.3,54
0.45,385.1851852,0.4,53.6
0.45,385.1851852,0.5,53.1
0.45,385.1851852,0.6,53.7
0.45,385.1851852,0.7,54.1
0.45,385.1851852,0.8,55.3
0.45,385.1851852,0.9,55.9
0.45,413.5802469,0.1,57.8
0.45,413.5802469,0.2,55.9
0.45,413.5802469,0.3,55
0.45,413.5802469,0.4,53.9
0.45,413.5802469,0.5,52.4
0.45,413.5802469,0.6,53.3
0.45,413.5802469,0.7,54.3
0.45,413.5802469,0.8,55.3
0.45,413.5802469,0.9,56.9
0.45,441.9753086,0.1,57.5
0.45,441.9753086,0.2,55.5
0.45,441.9753086,0.3,54.7
0.45,441.9753086,0.4,53.5
0.45,441.9753086,0.5,53.7
0.45,441.9753086,0.6,54
0.45,441.9753086,0.7,54.2
0.45,441.9753086,0.8,56.7
0.45,441.9753086,0.9,57.6
0.45,470.3703704,0.1,58
0.45,470.3703704,0.2,56
0.45,470.3703704,0.3,54.7
0.45,470.3703704,0.4,54.2
0.45,470.3703704,0.5,54
0.45,470.3703704,0.6,54.5
0.45,470.3703704,0.7,55.9
0.45,470.3703704,0.8,57.7
0.45,470.3703704,0.9,59.2
0.45,498.7654321,0.1,58.3
0.45,498.7654321,0.2,55.5
0.45,498.7654321,0.3,54.9
0.45,498.7654321,0.4,53.7
0.45,498.7654321,0.5,53.6
0.45,498.7654321,0.6,55.9
0.45,498.7654321,0.7,55.8
0.45,498.7654321,0.8,58.5
0.45,498.7654321,0.9,60
0.45,527.1604938,0.1,57.6
0.45,527.1604938,0.2,56
0.45,527.1604938,0.3,54.1
0.45,527.1604938,0.4,53.7
0.45,527.1604938,0.5,54.5
0.45,527.1604938,0.6,55.5
0.45,527.1604938,0.7,56
0.45,527.1604938,0.8,57.9
0.45,527.1604938,0.9,59.8
0.45,555.5555556,0.1,57.8
0.45,555.5555556,0.2,56.1
0.45,555.5555556,0.3,54.3
0.45,555.5555556,0.4,54
0.45,555.5555556,0.5,54
0.45,555.5555556,0.6,55.5
0.45,555.5555556,0.7,57.8
0.45,555.5555556,0.8,58.5
0.45,555.5555556,0.9,62.2
0.56,300,0.1,57.6
0.56,300,0.2,55.6
0.56,300,0.3,54
0.56,300,0.4,54.1
0.56,300,0.5,53.3
0.56,300,0.6,53
0.56,300,0.7,53.1
0.56,300,0.8,53.7
0.56,300,0.9,53.2
0.56,328.3950617,0.1,57.4
0.56,328.3950617,0.2,55.9
0.56,328.3950617,0.3,54.5
0.56,328.3950617,0.4,53.8
0.56,328.3950617,0.5,52.7
0.56,328.3950617,0.6,53.1
0.56,328.3950617,0.7,53
0.56,328.3950617,0.8,53.8
0.56,328.3950617,0.9,53.6
0.56,356.7901235,0.1,57.7
0.56,356.7901235,0.2,55.8
0.56,356.7901235,0.3,54.5
0.56,356.7901235,0.4,53.5
0.56,356.7901235,0.5,53.7
0.56,356.7901235,0.6,53
0.56,356.7901235,0.7,53
0.56,356.7901235,0.8,52.7
0.56,356.7901235,0.9,53.9
0.56,385.1851852,0.1,57.9
0.56,385.1851852,0.2,56
0.56,385.1851852,0.3,54.6
0.56,385.1851852,0.4,54
0.56,385.1851852,0.5,53.5
0.56,385.1851852,0.6,53.5
0.56,385.1851852,0.7,54
0.56,385.1851852,0.8,54.5
0.56,385.1851852,0.9,55.3
0.56,413.5802469,0.1,57.4
0.56,413.5802469,0.2,55.6
0.56,413.5802469,0.3,54.3
0.56,413.5802469,0.4,53.7
0.56,413.5802469,0.5,53.7
0.56,413.5802469,0.6,54.2
0.56,413.5802469,0.7,53.6
0.56,413.5802469,0.8,54.7
0.56,413.5802469,0.9,55.3
0.56,441.9753086,0.1,57.4
0.56,441.9753086,0.2,56.3
0.56,441.9753086,0.3,54.7
0.56,441.9753086,0.4,54.3
0.56,441.9753086,0.5,54
0.56,441.9753086,0.6,54
0.56,441.9753086,0.7,54.5
0.56,441.9753086,0.8,55.5
0.56,441.9753086,0.9,57.1
0.56,470.3703704,0.1,57.7
0.56,470.3703704,0.2,55.7
0.56,470.3703704,0.3,55.2
0.56,470.3703704,0.4,54.3
0.56,470.3703704,0.5,53.8
0.56,470.3703704,0.6,54
0.56,470.3703704,0.7,54.5
0.56,470.3703704,0.8,56.6
0.56,470.3703704,0.9,56.2
0.56,498.7654321,0.1,57.7
0.56,498.7654321,0.2,56
0.56,498.7654321,0.3,54.3
0.56,498.7654321,0.4,53.5
0.56,498.7654321,0.5,53.8
0.56,498.7654321,0.6,54
0.56,498.7654321,0.7,55.2
0.56,498.7654321,0.8,55.9
0.56,498.7654321,0.9,57.3
0.56,527.1604938,0.1,57.7
0.56,527.1604938,0.2,55.9
0.56,527.1604938,0.3,54.7
0.56,527.1604938,0.4,54.1
0.56,527.1604938,0.5,54.3
0.56,527.1604938,0.6,55
0.56,527.1604938,0.7,55.3
0.56,527.1604938,0.8,56.9
0.56,527.1604938,0.9,57.1
0.56,555.5555556,0.1,57.5
0.56,555.5555556,0.2,55
0.56,555.5555556,0.3,53.9
0.56,555.5555556,0.4,53.8
0.56,555.5555556,0.5,54.1
0.56,555.5555556,0.6,54.3
0.56,555.5555556,0.7,56.6
0.56,555.5555556,0.8,57
0.56,555.5555556,0.9,57.2
0.67,300,0.1,57.6
0.67,300,0.2,55.9
0.67,300,0.3,53.8
0.67,300,0.4,53.4
0.67,300,0.5,53
0.67,300,0.6,52
0.67,300,0.7,52.2
0.67,300,0.8,52.6
0.67,300,0.9,51.8
0.67,328.3950617,0.1,57.5
0.67,328.3950617,0.2,55.5
0.67,328.3950617,0.3,54.6
0.67,328.3950617,0.4,53.7
0.67,328.3950617,0.5,53.5
0.67,328.3950617,0.6,52.5
0.67,328.3950617,0.7,52.2
0.67,328.3950617,0.8,52.9
0.67,328.3950617,0.9,53.6
0.67,356.7901235,0.1,58.4
0.67,356.7901235,0.2,55.9
0.67,356.7901235,0.3,53.9
0.67,356.7901235,0.4,54.4
0.67,356.7901235,0.5,53.2
0.67,356.7901235,0.6,52
0.67,356.7901235,0.7,54.3
0.67,356.7901235,0.8,53.1
0.67,356.7901235,0.9,52.9
0.67,385.1851852,0.1,58.3
0.67,385.1851852,0.2,55.6
0.67,385.1851852,0.3,55
0.67,385.1851852,0.4,53.8
0.67,385.1851852,0.5,52.9
0.67,385.1851852,0.6,52.9
0.67,385.1851852,0.7,53
0.67,385.1851852,0.8,54.1
0.67,385.1851852,0.9,53.2
0.67,413.5802469,0.1,57.4
0.67,413.5802469,0.2,55.9
0.67,413.5802469,0.3,54.8
0.67,413.5802469,0.4,54.5
0.67,413.5802469,0.5,53.5
0.67,413.5802469,0.6,53
0.67,413.5802469,0.7,52.6
0.67,413.5802469,0.8,54.7
0.67,413.5802469,0.9,55
0.67,441.9753086,0.1,58.3
0.67,441.9753086,0.2,56
0.67,441.9753086,0.3,54.3
0.67,441.9753086,0.4,54
0.67,441.9753086,0.5,52.6
0.67,441.9753086,0.6,53
0.67,441.9753086,0.7,53.9
0.67,441.9753086,0.8,54.3
0.67,441.9753086,0.9,55.7
0.67,470.3703704,0.1,58.3
0.67,470.3703704,0.2,56.1
0.67,470.3703704,0.3,54.4
0.67,470.3703704,0.4,54
0.67,470.3703704,0.5,53.5
0.67,470.3703704,0.6,53.3
0.67,470.3703704,0.7,53.4
0.67,470.3703704,0.8,55
0.67,470.3703704,0.9,56.3
0.67,498.7654321,0.1,57.7
0.67,498.7654321,0.2,55.8
0.67,498.7654321,0.3,54.2
0.67,498.7654321,0.4,53.6
0.67,498.7654321,0.5,53.4
0.67,498.7654321,0.6,52.9
0.67,498.7654321,0.7,53.5
0.67,498.7654321,0.8,55
0.67,498.7654321,0.9,56.4
0.67,527.1604938,0.1,58.3
0.67,527.1604938,0.2,55.7
0.67,527.1604938,0.3,54.4
0.67,527.1604938,0.4,54.1
0.67,527.1604938,0.5,53.9
0.67,527.1604938,0.6,53.4
0.67,527.1604938,0.7,54.3
0.67,527.1604938,0.8,57.1
0.67,527.1604938,0.9,56
0.67,555.5555556,0.1,57.2
0.67,555.5555556,0.2,55
0.67,555.5555556,0.3,54.2
0.67,555.5555556,0.4,54.1
0.67,555.5555556,0.5,54.2
0.67,555.5555556,0.6,54.5
0.67,555.5555556,0.7,55.4
0.67,555.5555556,0.8,56
0.67,555.5555556,0.9,57.6
0.78,300,0.1,58.1
0.78,300,0.2,55.5
0.78,300,0.3,53.8
0.78,300,0.4,53.8
0.78,300,0.5,52.6
0.78,300,0.6,51.8
0.78,300,0.7,51.7
0.78,300,0.8,52.3
0.78,300,0.9,52.6
0.78,328.3950617,0.1,58.1
0.78,328.3950617,0.2,56.7
0.78,328.3950617,0.3,54.4
0.78,328.3950617,0.4,53.4
0.78,328.3950617,0.5,53
0.78,328.3950617,0.6,52.4
0.78,328.3950617,0.7,51.9
0.78,328.3950617,0.8,52.3
0.78,328.3950617,0.9,52.3
0.78,356.7901235,0.1,57.8
0.78,356.7901235,0.2,56
0.78,356.7901235,0.3,53.8
0.78,356.7901235,0.4,53.9
0.78,356.7901235,0.5,52.4
0.78,356.7901235,0.6,52.4
0.78,356.7901235,0.7,53
0.78,356.7901235,0.8,53.4
0.78,356.7901235,0.9,52.9
0.78,385.1851852,0.1,58.1
0.78,385.1851852,0.2,55.2
0.78,385.1851852,0.3,54.8
0.78,385.1851852,0.4,53.8
0.78,385.1851852,0.5,52.8
0.78,385.1851852,0.6,53.3
0.78,385.1851852,0.7,53.1
0.78,385.1851852,0.8,53.8
0.78,385.1851852,0.9,52.8
0.78,413.5802469,0.1,58.1
0.78,413.5802469,0.2,55.8
0.78,413.5802469,0.3,54.4
0.78,413.5802469,0.4,54.3
0.78,413.5802469,0.5,52.9
0.78,413.5802469,0.6,53.1
0.78,413.5802469,0.7,52.6
0.78,413.5802469,0.8,53.7
0.78,413.5802469,0.9,53.9
0.78,441.9753086,0.1,57.8
0.78,441.9753086,0.2,55.9
0.78,441.9753086,0.3,54.1
0.78,441.9753086,0.4,54.1
0.78,441.9753086,0.5,52.9
0.78,441.9753086,0.6,53.7
0.78,441.9753086,0.7,52.9
0.78,441.9753086,0.8,54.6
0.78,441.9753086,0.9,54.9
0.78,470.3703704,0.1,57.7
0.78,470.3703704,0.2,55.5
0.78,470.3703704,0.3,54.7
0.78,470.3703704,0.4,53.8
0.78,470.3703704,0.5,53.4
0.78,470.3703704,0.6,53.4
0.78,470.3703704,0.7,54.1
0.78,470.3703704,0.8,54.2
0.78,470.3703704,0.9,54.4
0.78,498.7654321,0.1,58.2
0.78,498.7654321,0.2,55.8
0.78,498.7654321,0.3,55.4
0.78,498.7654321,0.4,53.8
0.78,498.7654321,0.5,53
0.78,498.7654321,0.6,53.5
0.78,498.7654321,0.7,54.2
0.78,498.7654321,0.8,53.8
0.78,498.7654321,0.9,56
0.78,527.1604938,0.1,57.9
0.78,527.1604938,0.2,56
0.78,527.1604938,0.3,54.9
0.78,527.1604938,0.4,54.7
0.78,527.1604938,0.5,53.4
0.78,527.1604938,0.6,53.3
0.78,527.1604938,0.7,54.3
0.78,527.1604938,0.8,55.9
0.78,527.1604938,0.9,55.7
0.78,555.5555556,0.1,57.6
0.78,555.5555556,0.2,56
0.78,555.5555556,0.3,54
0.78,555.5555556,0.4,53.6
0.78,555.5555556,0.5,54
0.78,555.5555556,0.6,53.9
0.78,555.5555556,0.7,55.4
0.78,555.5555556,0.8,55.9
0.78,555.5555556,0.9,56.4
0.89,300,0.1,57.8
0.89,300,0.2,55.7
0.89,300,0.3,54.2
0.89,300,0.4,53.4
0.89,300,0.5,52.9
0.89,300,0.6,52.2
0.89,300,0.7,52.1
0.89,300,0.8,52.2
0.89,300,0.9,51.3
0.89,328.3950617,0.1,58.3
0.89,328.3950617,0.2,55.8
0.89,328.3950617,0.3,54.5
0.89,328.3950617,0.4,53.6
0.89,328.3950617,0.5,52.5
0.89,328.3950617,0.6,51.9
0.89,328.3950617,0.7,51.6
0.89,328.3950617,0.8,52.4
0.89,328.3950617,0.9,51.3
0.89,356.7901235,0.1,57.4
0.89,356.7901235,0.2,55.5
0.89,356.7901235,0.3,54.3
0.89,356.7901235,0.4,53.1
0.89,356.7901235,0.5,54.4
0.89,356.7901235,0.6,52.4
0.89,356.7901235,0.7,52.2
0.89,356.7901235,0.8,52.6
0.89,356.7901235,0.9,53.4
0.89,385.1851852,0.1,58
0.89,385.1851852,0.2,55.6
0.89,385.1851852,0.3,54.5
0.89,385.1851852,0.4,53.8
0.89,385.1851852,0.5,53
0.89,385.1851852,0.6,52.7
0.89,385.1851852,0.7,51.9
0.89,385.1851852,0.8,52.5
0.89,385.1851852,0.9,54.3
0.89,413.5802469,0.1,58
0.89,413.5802469,0.2,56.2
0.89,413.5802469,0.3,54.8
0.89,413.5802469,0.4,53.4
0.89,413.5802469,0.5,52.6
0.89,413.5802469,0.6,52.4
0.89,413.5802469,0.7,52.6
0.89,413.5802469,0.8,53.5
0.89,413.5802469,0.9,53.7
0.89,441.9753086,0.1,57.8
0.89,441.9753086,0.2,56.1
0.89,441.9753086,0.3,54.1
0.89,441.9753086,0.4,53.3
0.89,441.9753086,0.5,53.4
0.89,441.9753086,0.6,52.7
0.89,441.9753086,0.7,52.9
0.89,441.9753086,0.8,53.8
0.89,441.9753086,0.9,53.6
0.89,470.3703704,0.1,57.8
0.89,470.3703704,0.2,55.9
0.89,470.3703704,0.3,54.5
0.89,470.3703704,0.4,53.3
0.89,470.3703704,0.5,52.5
0.89,470.3703704,0.6,53.7
0.89,470.3703704,0.7,53.4
0.89,470.3703704,0.8,54.1
0.89,470.3703704,0.9,54.4
0.89,498.7654321,0.1,57.9
0.89,498.7654321,0.2,55.5
0.89,498.7654321,0.3,54.4
0.89,498.7654321,0.4,53.4
0.89,498.7654321,0.5,53.3
0.89,498.7654321,0.6,53.4
0.89,498.7654321,0.7,53.4
0.89,498.7654321,0.8,53.6
0.89,498.7654321,0.9,54.3
0.89,527.1604938,0.1,57.8
0.89,527.1604938,0.2,56.2
0.89,527.1604938,0.3,54.2
0.89,527.1604938,0.4,53.5
0.89,527.1604938,0.5,53.4
0.89,527.1604938,0.6,53.4
0.89,527.1604938,0.7,53.6
0.89,527.1604938,0.8,54.4
0.89,527.1604938,0.9,54.7
0.89,555.5555556,0.1,57.8
0.89,555.5555556,0.2,55.5
0.89,555.5555556,0.3,54.7
0.89,555.5555556,0.4,54
0.89,555.5555556,0.5,54
0.89,555.5555556,0.6,53.7
0.89,555.5555556,0.7,54.6
0.89,555.5555556,0.8,55.1
