Method 1_Time / min,Method 1_Absorbance / mAu,Method 2_Time / min,Method 2_Absorbance / mAu,Method 3_Time / min,Method 3_Absorbance / mAu,Method 4_Time / min,Method 4_Absorbance / mAu,Method 5_Time / min,Method 5_Absorbance / mAu,Method 6_Time / min,Method 6_Absorbance / mAu,Method 7_Time / min,Method 7_Absorbance / mAu,Method 8_Time / min,Method 8_Absorbance / mAu,Method 9_Time / min,Method 9_Absorbance / mAu,Method 10_Time / min,Method 10_Absorbance / mAu,Method 11_Time / min,Method 11_Absorbance / mAu,Method 12_Time / min,Method 12_Absorbance / mAu,Method 13_Time / min,Method 13_Absorbance / mAu,Method 14_Time / min,Method 14_Absorbance / mAu,Method 15_Time / min,Method 15_Absorbance / mAu,Method 16_Time / min,Method 16_Absorbance / mAu,Method 17_Time / min,Method 17_Absorbance / mAu,Method 18_Time / min,Method 18_Absorbance / mAu,Method 19_Time / min,Method 19_Absorbance / mAu,Method 20_Time / min,Method 20_Absorbance / mAu,Method 21_Time / min,Method 21_Absorbance / mAu,Method 22_Time / min,Method 22_Absorbance / mAu,Method 23_Time / min,Method 23_Absorbance / mAu,Method 24_Time / min,Method 24_Absorbance / mAu,Method 25_Time / min,Method 25_Absorbance / mAu,Method 26_Time / min,Method 26_Absorbance / mAu,Method 27_Time / min,Method 27_Absorbance / mAu,Method 28_Time / min,Method 28_Absorbance / mAu,Method 29_Time / min,Method 29_Absorbance / mAu,Method 30_Time / min,Method 30_Absorbance / mAu,Method 31_Time / min,Method 31_Absorbance / mAu,Method 32_Time / min,Method 32_Absorbance / mAu,Method 33_Time / min,Method 33_Absorbance / mAu,Method 34_Time / min,Method 34_Absorbance / mAu,Method 35_Time / min,Method 35_Absorbance / mAu,Method 36_Time / min,Method 36_Absorbance / mAu,Method 37_Time / min,Method 37_Absorbance / mAu,Method 38_Time / min,Method 38_Absorbance / mAu,Method 39_Time / min,Method 39_Absorbance / mAu,Method 40_Time / min,Method 40_Absorbance / mAu
0.0695833,-0.006615599,0.07,-0.0002984481,0.07,-0.007311978,0.0704167,0.006814564,0.06875,-0.04929367,0.072083,0.0009450856,0.072917,-0.3013828,0.0716667,0.001193792,0.073333,0.002188619,0.07,-0.002636291,0.0720833,0.01656387,0.070417,0.005769996,0.0720833,-0.0001989654,0.0708333,0.01238559,0.0725,-0.01716076,0.07125,-0.0005471548,0.067917,0.007212495,0.07125,0.0005471548,0.07,-0.004974135,0.0716667,-0.01183844,0.0725,0.005869479,0.07125,-0.00149224,0.069583,-0.008953442,0.0679167,-0.005571031,0.0683333,0.006217668,0.06875,0.02163749,0.06875,-0.01333068,0.0675,0.01059491,0.0675,0.003531635,0.07125,0.006466375,0.07125,-0.009450856,0.07125,-0.001343016,0.0683333,0.003432153,0.0683333,-0.006516116,0.0670833,0.006018703,0.0670833,0.009202149,0.0725,0.0006466375,0.0725,-0.002735774,0.0729167,0.004874652,0.0729167,-0.001591723
0.07625,-0.007113012,0.0766667,-0.002437326,0.0766667,-0.008406287,0.0770833,0.006914047,0.075417,-0.05212893,0.07875,0.001044568,0.079583,-0.3341126,0.0783333,0.001044568,0.08,0.003233187,0.076667,-0.003083963,0.07875,0.01651413,0.077083,0.004377238,0.07875,-0.001392758,0.0775,0.01089335,0.079167,-0.01810585,0.0779167,-0.001343016,0.074583,0.007162754,0.0779167,-4.974135e-05,0.0766667,-0.005869479,0.0783333,-0.01059491,0.079167,0.006366892,0.0779167,-0.001392758,0.07625,-0.009699562,0.0745833,-0.005620772,0.075,0.00591922,0.0754167,0.0206924,0.0754167,-0.0140768,0.074167,0.008654994,0.0741667,0.003233187,0.077917,0.008207322,0.0779167,-0.01059491,0.0779167,-0.001044568,0.075,0.004277756,0.075,-0.006466375,0.07375,0.005571031,0.07375,0.01024672,0.0791667,0.0001989654,0.0791667,-0.002039395,0.0795833,0.01069439,0.0795833,-0.002636291
0.0829167,-0.007510943,0.0833333,-0.004526462,0.0833333,-0.009649821,0.08375,0.006764823,0.082083,-0.05456626,0.085417,0.001144051,0.08625,-0.3653502,0.085,0.0004476721,0.086667,0.00442698,0.083333,-0.00368086,0.0854167,0.01641464,0.08375,0.002735774,0.0854167,-0.001939912,0.0841667,0.008953442,0.085833,-0.01890171,0.0845833,-0.002188619,0.08125,0.006416634,0.0845833,-9.948269e-05,0.0833333,-0.006565858,0.085,-0.008605253,0.085833,0.006466375,0.0845833,-0.00184043,0.082917,-0.01039594,0.08125,-0.0051731,0.0816667,0.005521289,0.0820833,0.018653,0.0820833,-0.01477318,0.080833,0.006068444,0.0808333,0.002835257,0.084583,0.009948269,0.0845833,-0.01144051,0.0845833,-0.0006466375,0.0816667,0.004974135,0.0816667,-0.006018703,0.0804167,0.005471548,0.0804167,0.01064465,0.0858333,-0.0003481894,0.0858333,-0.00109431,0.08625,0.01745921,0.08625,-0.003531635
0.0895833,-0.008058098,0.09,-0.006715082,0.09,-0.01099284,0.0904167,0.006416634,0.08875,-0.0569041,0.092083,0.001193792,0.092917,-0.3947473,0.0916667,-0.0003979308,0.093333,0.005471548,0.09,-0.004178273,0.0920833,0.01651413,0.090417,0.00109431,0.0920833,-0.001890171,0.0908333,0.006814564,0.0925,-0.01954835,0.09125,-0.003133705,0.087917,0.005372065,0.09125,0.0002984481,0.09,-0.006814564,0.0916667,-0.005819737,0.0925,0.006416634,0.09125,-0.002536809,0.089583,-0.01084361,0.0879167,-0.004327497,0.0883333,0.004974135,0.08875,0.01586749,0.08875,-0.01522085,0.0875,0.003282929,0.0875,0.002487067,0.09125,0.0117887,0.09125,-0.01213689,0.09125,-0.0004476721,0.0883333,0.005620772,0.0883333,-0.005322324,0.0870833,0.005571031,0.0870833,0.01044568,0.0925,-0.0008456029,0.0925,-0.000149224,0.0929167,0.02477119,0.0929167,-0.00407879
0.09625,-0.008804218,0.0966667,-0.008704735,0.0966667,-0.01208715,0.0970833,0.006167927,0.095417,-0.05914246,0.09875,0.0009450856,0.099583,-0.4219558,0.0983333,-0.00109431,0.1,0.006068444,0.096667,-0.004476721,0.09875,0.01661361,0.097083,-0.0002984481,0.09875,-0.001392758,0.0975,0.004327497,0.099167,-0.01979706,0.0979167,-0.004128532,0.094583,0.004526462,0.0979167,0.0008953442,0.0966667,-0.006864306,0.0983333,-0.002785515,0.099167,0.006814564,0.0979167,-0.003282929,0.09625,-0.01109232,0.0945833,-0.003531635,0.095,0.004178273,0.0954167,0.01308197,0.0954167,-0.01561878,0.094167,0.0005471548,0.0941667,0.002536809,0.097917,0.01352965,0.0979167,-0.0126343,0.0979167,-0.0002487067,0.095,0.006366892,0.095,-0.004327497,0.09375,0.005372065,0.09375,0.00999801,0.0991667,-0.001293275,0.0991667,0.0008456029,0.0995833,0.03238162,0.0995833,-0.004625945
0.102917,-0.009450856,0.103333,-0.01029646,0.103333,-0.01298249,0.10375,0.006068444,0.10208,-0.06128134,0.10542,0.0004974135,0.10625,-0.4465778,0.105,-0.001442499,0.10667,0.006167927,0.10333,-0.004476721,0.105417,0.01706128,0.10375,-0.001243534,0.105417,-0.0003481894,0.104167,0.001641464,0.10583,-0.01979706,0.104583,-0.004874652,0.10125,0.00368086,0.104583,0.001591723,0.103333,-0.006516116,0.105,0.0003481894,0.10583,0.007510943,0.104583,-0.004228014,0.10292,-0.01124154,0.10125,-0.00333267,0.101667,0.003133705,0.102083,0.01054517,0.102083,-0.0161162,0.10083,-0.001890171,0.100833,0.002884998,0.10458,0.01502189,0.104583,-0.01303223,0.104583,4.974135e-05,0.101667,0.007162754,0.101667,-0.003083963,0.100417,0.0051731,0.100417,0.009500597,0.105833,-0.001691206,0.105833,0.002188619,0.10625,0.03954437,0.10625,-0.005272583
0.109583,-0.01024672,0.11,-0.0117887,0.11,-0.01397732,0.110417,0.006118185,0.10875,-0.06317151,0.11208,0.0002487067,0.11292,-0.4681655,0.111667,-0.001591723,0.11333,0.005769996,0.11,-0.004029049,0.112083,0.01790688,0.11042,-0.00184043,0.112083,0.001044568,0.110833,-0.001044568,0.1125,-0.01974731,0.11125,-0.005372065,0.10792,0.002536809,0.11125,0.002238361,0.11,-0.005968961,0.111667,0.003432153,0.1125,0.008257063,0.11125,-0.0051731,0.10958,-0.01158973,0.107917,-0.003581377,0.108333,0.002039395,0.10875,0.008157581,0.10875,-0.01661361,0.1075,-0.004029049,0.1075,0.003382411,0.11125,0.01606645,0.11125,-0.01338042,0.11125,0.0002487067,0.108333,0.008107839,0.108333,-0.001691206,0.107083,0.005421807,0.107083,0.008704735,0.1125,-0.001890171,0.1125,0.003481894,0.112917,0.04551333,0.112917,-0.005720255
0.11625,-0.01109232,0.116667,-0.01308197,0.116667,-0.01497214,0.117083,0.006267409,0.11542,-0.06456427,0.11875,0.0002487067,0.11958,-0.4864206,0.118333,-0.001691206,0.12,0.00482491,0.11667,-0.003183446,0.11875,0.01885197,0.11708,-0.002337843,0.11875,0.002785515,0.1175,-0.003581377,0.11917,-0.01939912,0.117917,-0.005123359,0.11458,0.001392758,0.117917,0.002884998,0.116667,-0.005322324,0.118333,0.006565858,0.11917,0.008804218,0.117917,-0.005720255,0.11625,-0.01163947,0.114583,-0.004228014,0.115,0.0007958615,0.115417,0.005968961,0.115417,-0.01691206,0.11417,-0.005819737,0.114167,0.003631118,0.11792,0.01656387,0.117917,-0.01362913,0.117917,9.948269e-05,0.115,0.009003183,0.115,-0.0004476721,0.11375,0.006018703,0.11375,0.007610426,0.119167,-0.002188619,0.119167,0.004775169,0.119583,0.04974135,0.119583,-0.006068444
0.122917,-0.01158973,0.123333,-0.01447473,0.123333,-0.01581775,0.12375,0.006366892,0.12208,-0.06501194,0.12542,0.0003481894,0.12625,-0.5015917,0.125,-0.001790688,0.12667,0.00333267,0.12333,-0.002188619,0.125417,0.01954835,0.12375,-0.002884998,0.125417,0.004576204,0.124167,-0.005670513,0.12583,-0.018653,0.124583,-0.004476721,0.12125,0.0007461202,0.124583,0.003432153,0.123333,-0.00482491,0.125,0.009550338,0.12583,0.009351373,0.124583,-0.005769996,0.12292,-0.0111918,0.12125,-0.004625945,0.121667,-0.0005471548,0.122083,0.003979308,0.122083,-0.01671309,0.12083,-0.007113012,0.120833,0.003780342,0.12458,0.01626542,0.124583,-0.0134799,0.124583,-0.0003481894,0.121667,0.009749304,0.121667,0.0003979308,0.120417,0.00666534,0.120417,0.006565858,0.125833,-0.002636291,0.125833,0.005819737,0.12625,0.05222841,0.12625,-0.006366892
0.129583,-0.01163947,0.13,-0.01576801,0.13,-0.01631516,0.130417,0.006366892,0.12875,-0.06426582,0.13208,0.0002984481,0.13292,-0.5139773,0.131667,-0.00184043,0.13333,0.001293275,0.13,-0.00149224,0.132083,0.02029447,0.13042,-0.003581377,0.132083,0.006565858,0.130833,-0.00741146,0.1325,-0.01755869,0.13125,-0.003780342,0.12792,0.0002487067,0.13125,0.003830084,0.13,-0.004377238,0.131667,0.01223637,0.1325,0.009948269,0.13125,-0.005421807,0.12958,-0.01024672,0.127917,-0.004725428,0.128333,-0.00184043,0.12875,0.002238361,0.12875,-0.01631516,0.1275,-0.007610426,0.1275,0.003830084,0.13125,0.01502189,0.13125,-0.01273378,0.13125,-0.0008456029,0.128333,0.01029646,0.128333,0.001044568,0.127083,0.007361719,0.127083,0.005670513,0.1325,-0.002984481,0.1325,0.00666534,0.132917,0.05322324,0.132917,-0.007063271
0.13625,-0.01144051,0.136667,-0.01711102,0.136667,-0.01651413,0.137083,0.006366892,0.13542,-0.06232591,0.13875,0.0002487067,0.13958,-0.5242738,0.138333,-0.001740947,0.14,-0.00109431,0.13667,-0.0009948269,0.13875,0.02118981,0.13708,-0.004029049,0.13875,0.008754477,0.1375,-0.008654994,0.13917,-0.0163649,0.137917,-0.003133705,0.13458,-0.0005471548,0.137917,0.004277756,0.136667,-0.003830084,0.138333,0.0146737,0.13917,0.01019698,0.137917,-0.004974135,0.13625,-0.009102666,0.134583,-0.004675686,0.135,-0.002984481,0.135417,0.0006963788,0.135417,-0.0155193,0.13417,-0.007311978,0.134167,0.003730601,0.13792,0.01268404,0.137917,-0.01149025,0.137917,-0.001343016,0.135,0.01074413,0.135,0.001591723,0.13375,0.008157581,0.13375,0.00442698,0.139167,-0.00333267,0.139167,0.007063271,0.139583,0.05277557,0.139583,-0.00775965
0.142917,-0.01114206,0.143333,-0.01845404,0.143333,-0.0163649,0.14375,0.006466375,0.14208,-0.05949065,0.14542,0.0001989654,0.14625,-0.5329288,0.145,-0.00184043,0.14667,-0.003780342,0.14333,-0.0007461202,0.145417,0.02208516,0.14375,-0.004178273,0.145417,0.01074413,0.144167,-0.00960008,0.14583,-0.01522085,0.144583,-0.002487067,0.14125,-0.001541982,0.144583,0.004924393,0.143333,-0.003034222,0.145,0.01671309,0.14583,0.01004775,0.144583,-0.004327497,0.14292,-0.007958615,0.14125,-0.004476721,0.141667,-0.00368086,0.142083,-0.0004476721,0.142083,-0.01432551,0.14083,-0.006217668,0.140833,0.003631118,0.14458,0.009351373,0.144583,-0.01019698,0.144583,-0.002089136,0.141667,0.01139077,0.141667,0.001790688,0.140417,0.008903701,0.140417,0.002835257,0.145833,-0.003531635,0.145833,0.00701353,0.14625,0.05103462,0.14625,-0.008257063
0.149583,-0.01029646,0.15,-0.01959809,0.15,-0.01621568,0.150417,0.006615599,0.14875,-0.05625746,0.15208,0,0.15292,-0.54039,0.151667,-0.002437326,0.15333,-0.00666534,0.15,-0.0004974135,0.152083,0.02307998,0.15042,-0.004128532,0.152083,0.01243534,0.150833,-0.009948269,0.1525,-0.01397732,0.15125,-0.002188619,0.14792,-0.002238361,0.15125,0.005869479,0.15,-0.001939912,0.151667,0.01835456,0.1525,0.009550338,0.15125,-0.003631118,0.14958,-0.006516116,0.147917,-0.004128532,0.148333,-0.004277756,0.14875,-0.001691206,0.14875,-0.0126343,0.1475,-0.004228014,0.1475,0.003382411,0.15125,0.005272583,0.15125,-0.009003183,0.15125,-0.003034222,0.148333,0.01193792,0.148333,0.00149224,0.147083,0.009301632,0.147083,0.001293275,0.1525,-0.003879825,0.1525,0.00666534,0.152917,0.04849781,0.152917,-0.008605253
0.15625,-0.008704735,0.156667,-0.02074214,0.156667,-0.01591723,0.157083,0.006814564,0.15542,-0.05312376,0.15875,-0.0002984481,0.15958,-0.5469558,0.158333,-0.003133705,0.16,-0.009450856,0.15667,-0.0002487067,0.15875,0.02432352,0.15708,-0.004029049,0.15875,0.01362913,0.1575,-0.009799045,0.15917,-0.01283327,0.157917,-0.002337843,0.15458,-0.002934739,0.157917,0.006814564,0.156667,-0.0007461202,0.158333,0.0192499,0.15917,0.008953442,0.157917,-0.003083963,0.15625,-0.004974135,0.154583,-0.003929566,0.155,-0.00482491,0.155417,-0.003282929,0.155417,-0.01089335,0.15417,-0.001641464,0.154167,0.00333267,0.15792,0.0003979308,0.157917,-0.007958615,0.157917,-0.003730601,0.155,0.01233585,0.155,0.0007958615,0.15375,0.009401114,0.15375,9.948269e-05,0.159167,-0.00442698,0.159167,0.00591922,0.159583,0.04531437,0.159583,-0.009052925
0.162917,-0.006914047,0.163333,-0.02163749,0.163333,-0.01537008,0.16375,0.006914047,0.16208,-0.05023876,0.16542,-0.0007461202,0.16625,-0.5529248,0.165,-0.003531635,0.16667,-0.01168922,0.16333,0.0004476721,0.165417,0.02591524,0.16375,-0.00407879,0.165417,0.01422602,0.164167,-0.00960008,0.16583,-0.01233585,0.164583,-0.002437326,0.16125,-0.003879825,0.164583,0.007461202,0.163333,0.0004974135,0.165,0.01929964,0.16583,0.008257063,0.164583,-0.002536809,0.16292,-0.003531635,0.16125,-0.004327497,0.161667,-0.005322324,0.162083,-0.005023876,0.162083,-0.009500597,0.16083,0.0008953442,0.160833,0.00333267,0.16458,-0.005372065,0.164583,-0.007162754,0.164583,-0.003879825,0.161667,0.01283327,0.161667,-0.0001989654,0.160417,0.009500597,0.160417,-0.0007958615,0.165833,-0.005123359,0.165833,0.004874652,0.16625,0.04158376,0.16625,-0.009649821
