Method 1_Time / min,Method 1_Absorbance / mAu,Method 2_Time / min,Method 2_Absorbance / mAu,Method 3_Time / min,Method 3_Absorbance / mAu,Method 4_Time / min,Method 4_Absorbance / mAu,Method 5_Time / min,Method 5_Absorbance / mAu,Method 6_Time / min,Method 6_Absorbance / mAu,Method 7_Time / min,Method 7_Absorbance / mAu,Method 8_Time / min,Method 8_Absorbance / mAu,Method 9_Time / min,Method 9_Absorbance / mAu,Method 10_Time / min,Method 10_Absorbance / mAu,Method 11_Time / min,Method 11_Absorbance / mAu,Method 12_Time / min,Method 12_Absorbance / mAu,Method 13_Time / min,Method 13_Absorbance / mAu,Method 14_Time / min,Method 14_Absorbance / mAu,Method 15_Time / min,Method 15_Absorbance / mAu,Method 16_Time / min,Method 16_Absorbance / mAu,Method 17_Time / min,Method 17_Absorbance / mAu,Method 18_Time / min,Method 18_Absorbance / mAu,Method 19_Time / min,Method 19_Absorbance / mAu,Method 20_Time / min,Method 20_Absorbance / mAu,Method 21_Time / min,Method 21_Absorbance / mAu,Method 22_Time / min,Method 22_Absorbance / mAu,Method 23_Time / min,Method 23_Absorbance / mAu,Method 24_Time / min,Method 24_Absorbance / mAu,Method 25_Time / min,Method 25_Absorbance / mAu,Method 26_Time / min,Method 26_Absorbance / mAu,Method 27_Time / min,Method 27_Absorbance / mAu,Method 28_Time / min,Method 28_Absorbance / mAu,Method 29_Time / min,Method 29_Absorbance / mAu,Method 30_Time / min,Method 30_Absorbance / mAu,Method 31_Time / min,Method 31_Absorbance / mAu,Method 32_Time / min,Method 32_Absorbance / mAu,Method 33_Time / min,Method 33_Absorbance / mAu,Method 34_Time / min,Method 34_Absorbance / mAu,Method 35_Time / min,Method 35_Absorbance / mAu,Method 36_Time / min,Method 36_Absorbance / mAu,Method 37_Time / min,Method 37_Absorbance / mAu,Method 38_Time / min,Method 38_Absorbance / mAu,Method 39_Time / min,Method 39_Absorbance / mAu,Method 40_Time / min,Method 40_Absorbance / mAu
3.48,2.953487,3.48,19.7851,3.47375,-0.02729897,3.4787,1.203022,3.4775,0.0192758,3.47417,0.02825772,3.47417,0.02669345,3.47917,0.005146941,3.47625,0.06827266,3.47458,1.044476,3.475,8.390978,3.48,56.48021,3.47833,0.08805307,,,3.47875,6.279268,3.47542,7.915945,3.4792,0.1015764,3.4742,0.01397748,3.47583,-0.0008578236,3.47458,0.01473438,3.47792,-0.08381441,3.4779,0.02084007,3.475,0.006963509,3.48,0.009839741,3.4771,2.810079,3.4737,24.02532,3.4754,2.65017,3.4737,0.05409334,3.4771,2.94183,3.4775,0.6609783,3.47417,0.007518571,3.47583,0.01836752,3.4762,1.809604,3.4746,0.04309302,3.4767,-0.005651543,3.475,25.25125,3.47667,-0.003380834,3.4787,0.04011587,3.47708,0.5798887,3.4792,2.099246
3.4867,2.141582,3.4867,22.76977,3.48042,-0.02598701,3.4854,1.205343,3.48417,0.01917488,3.48083,0.02699621,3.48083,0.02639069,3.48583,0.005601083,3.48292,0.06781852,3.48125,0.9601569,3.4817,8.393501,3.4867,51.09788,3.485,0.08835583,,,3.48542,4.779793,3.48208,6.114465,3.4858,0.09935615,3.4808,0.01276643,3.4825,-0.0003027613,3.48125,0.01463346,3.48458,-0.08941549,3.4846,0.02078961,3.48167,0.006812128,3.48667,0.009133298,3.4838,2.811895,3.4804,26.65778,3.4821,2.634023,3.4804,0.05464841,3.4838,2.905802,3.48417,0.6646619,3.48083,0.006307526,3.4825,0.01856936,3.4829,1.831251,3.4813,0.04268934,3.4833,-0.006812128,3.4817,48.62845,3.48333,-0.004087277,3.4854,0.03920758,3.48375,0.5815035,3.4858,2.118168
3.4933,1.574005,3.4933,25.54866,3.48708,-0.02457412,3.4921,1.208118,3.49083,0.01882166,3.4875,0.02528057,3.4875,0.02639069,3.4925,0.006156146,3.48958,0.06761668,3.48792,0.9013707,3.4883,8.395772,3.4933,42.61824,3.49167,0.08815399,,,3.49208,3.58868,3.48875,4.647486,3.4925,0.09733774,3.4875,0.01180769,3.48917,0.0005550623,3.48792,0.0143307,3.49125,-0.09410829,3.4912,0.02043638,3.48833,0.006862589,3.49333,0.008931457,3.4904,2.814115,3.4871,28.84639,3.4888,2.616614,3.4871,0.05505209,3.4904,2.868814,3.49083,0.6678913,3.4875,0.005298322,3.48917,0.01887212,3.4896,1.851789,3.4879,0.04268934,3.49,-0.007972713,3.4883,73.4524,3.49,-0.00484418,3.4921,0.03865252,3.49042,0.5833705,3.4925,2.134719
3.5,1.17759,3.5,27.95652,3.49375,-0.02290894,3.4987,1.210742,3.4975,0.01836752,3.49417,0.02316124,3.49417,0.02634023,3.49917,0.006509367,3.49625,0.06781852,3.49458,0.8590346,3.495,8.397941,3.5,32.77512,3.49833,0.08764938,,,3.49875,2.666166,3.49542,3.48453,3.4992,0.09552118,3.4942,0.01094987,3.49583,0.001412886,3.49458,0.01392702,3.49792,-0.09764051,3.4979,0.02018408,3.495,0.007064429,3.5,0.008426855,3.4971,2.81684,3.4937,30.44981,3.4954,2.598196,3.4937,0.05505209,3.4971,2.830666,3.4975,0.6707171,3.49417,0.004591879,3.49583,0.01912442,3.4962,1.869399,3.4946,0.04284072,3.4967,-0.008578236,3.495,91.84369,3.49667,-0.005752464,3.4987,0.03895528,3.49708,0.5856917,3.4992,2.148848
3.5067,0.8988982,3.5067,29.84187,3.50042,-0.02094099,3.5054,1.213013,3.50417,0.01806476,3.50083,0.02119329,3.50083,0.02608793,3.50583,0.006509367,3.50292,0.06857543,3.50125,0.8273456,,,3.5067,23.3213,3.505,0.08714478,,,3.50542,1.968049,3.50208,2.585278,3.5058,0.09390645,3.5008,0.0101425,3.5025,0.00232117,3.50125,0.01337196,3.50458,-0.1000626,3.5046,0.01993178,3.50167,0.007367191,3.50667,0.00726627,3.5038,2.820019,3.5004,31.36334,3.5021,2.578214,3.5004,0.05495117,3.5038,2.790904,3.50417,0.6732401,3.50083,0.004390038,3.5025,0.01907396,3.5029,1.884588,3.5013,0.04289118,3.5033,-0.008426855,3.5017,100.0547,3.50333,-0.006963509,3.5054,0.04092323,3.50375,0.5884165,3.5058,2.160807
3.5133,0.7005896,3.5133,31.08238,3.50708,-0.01856936,3.5121,1.215031,3.51083,0.01796383,3.5075,0.01957856,3.5075,0.02573471,3.5125,0.006156146,3.50958,0.06953417,3.50792,0.8030238,,,3.5133,15.53478,3.51167,0.08664018,,,3.51208,1.450529,3.50875,1.905226,3.5125,0.0924431,3.5075,0.009436059,3.50917,0.003431294,3.50792,0.01291781,3.51125,-0.1017278,3.5112,0.01983086,3.50833,0.007569031,3.51333,0.005802924,3.5104,2.823501,3.5071,31.53031,3.5088,2.556516,3.5071,0.05505209,3.5104,2.749779,3.51083,0.6757631,3.5075,0.004289118,3.50917,0.0190235,3.5096,1.898263,3.5079,0.04314348,3.51,-0.007972713,3.5083,97.29571,3.51,-0.008023173,3.5121,0.04546465,3.51042,0.5914441,3.5125,2.171
3.52,0.5570303,3.52,31.59798,3.51375,-0.01579405,3.5187,1.216797,3.5175,0.01771153,3.51417,0.01816568,3.51417,0.02548241,3.51917,0.005651543,3.51625,0.07029107,3.51458,0.7842021,,,3.52,9.955446,3.51833,0.08603466,,,3.51875,1.073642,3.51542,1.401078,3.5192,0.09113114,3.5142,0.008679156,3.51583,0.004642339,3.51458,0.01251413,3.51792,-0.1027874,3.5179,0.01962902,3.515,0.007821333,3.52,0.004339578,3.5171,2.827235,3.5137,30.9476,3.5154,2.533859,3.5137,0.05580899,3.5171,2.707796,3.5175,0.6785384,3.51417,0.004036817,3.51583,0.01912442,3.5162,1.910979,3.5146,0.04334532,3.5167,-0.007417651,3.515,83.38444,3.51667,-0.008830537,3.5187,0.05404288,3.51708,0.594825,3.5192,2.179477
3.5267,0.4505088,3.5267,31.36011,3.52042,-0.01246367,3.5254,1.21816,3.52417,0.01705555,3.52083,0.01685371,3.52083,0.02533103,3.52583,0.005197402,3.52292,0.07104798,3.52125,0.7696696,,,3.5267,6.443163,3.525,0.08517683,,,3.52542,0.8032761,3.52208,1.033728,3.5258,0.08997055,3.5208,0.008023173,3.5225,0.006055225,3.52125,0.01190861,3.52458,-0.1030397,3.5246,0.01907396,3.52167,0.008325935,3.52667,0.002825772,3.5238,2.831171,3.5204,29.66465,3.5221,2.510698,3.5204,0.05722188,3.5238,2.664955,3.52417,0.6815156,3.52083,0.003532215,3.5225,0.01907396,3.5229,1.92425,3.5213,0.04364808,3.5233,-0.006711208,3.5217,60.59065,3.52333,-0.009032378,3.5254,0.06943325,3.52375,0.5988618,3.5258,2.185936
3.5333,0.3692678,3.5333,30.3942,3.52708,-0.009032378,3.5321,1.218765,3.53083,0.01639957,3.5275,0.01584451,3.5275,0.02507872,3.5325,0.004945101,3.52958,0.07175442,3.52792,0.7581647,,,3.5333,4.472187,3.53167,0.08391533,,,3.53208,0.6113254,3.52875,0.7696696,3.5325,0.08906227,3.5275,0.007417651,3.52917,0.00726627,3.52792,0.01115171,3.53125,-0.1025856,3.5312,0.0182666,3.52833,0.009335139,3.53333,0.001311965,3.5304,2.83541,3.5271,27.77739,3.5288,2.486427,3.5271,0.05918983,3.5304,2.62166,3.53083,0.6842909,3.5275,0.002926692,3.52917,0.01872074,3.5296,1.93964,3.5279,0.04395084,3.53,-0.005903845,3.5283,36.09696,3.53,-0.008931457,3.5321,0.09602578,3.53042,0.6033527,3.5325,2.19073
3.54,0.3058393,3.54,28.77599,3.53375,-0.005449703,3.5387,1.219068,3.5375,0.01614727,3.53417,0.01528944,3.53417,0.02482642,3.53917,0.00489464,3.53625,0.07220856,3.53458,0.7487791,,,3.54,3.458543,3.53833,0.08250244,,,3.53875,0.4756884,3.53542,0.5817558,3.5392,0.08820445,3.5342,0.00716535,3.53583,0.008578236,3.53458,0.0103948,3.53792,-0.1017782,3.5379,0.01756015,3.535,0.0106471,3.54,0.0003027613,3.5371,2.83985,3.5337,25.41625,3.5354,2.460743,3.5337,0.06141008,3.5371,2.578567,3.5375,0.6869148,3.53417,0.00252301,3.53583,0.01856936,3.5362,1.956696,3.5346,0.04430406,3.5367,-0.005348782,3.535,17.72743,3.53667,-0.008578236,3.5387,0.1406326,3.53708,0.6080455,3.5392,2.194111
3.5467,0.2552782,3.5467,26.62084,3.54042,-0.002068869,3.5454,1.219522,3.54417,0.01629865,3.54083,0.01473438,3.54083,0.02502826,3.54583,0.005046021,3.54292,0.07220856,3.54125,0.7412605,,,3.5467,2.955,3.545,0.08093818,,,3.54542,0.3795112,3.54208,0.4486922,3.5458,0.08739708,3.5408,0.007064429,3.5425,0.00973882,3.54125,0.009385599,3.54458,-0.1009204,3.5446,0.01690417,3.54167,0.01205999,3.54667,-0.0002018408,3.5438,2.844442,3.5404,22.73248,3.5421,2.434201,3.5404,0.06378171,3.5438,2.536282,3.54417,0.6895892,3.54083,0.00237163,3.5425,0.01882166,3.5429,1.974104,3.5412,0.04440498,3.5433,-0.005298322,3.5417,8.031701,3.54333,-0.008124094,3.5454,0.213699,3.54375,0.6125869,3.5458,2.19623
3.5533,0.2142541,3.5533,24.07184,3.54708,0.001211045,3.5521,1.220582,3.55083,0.01655095,3.5475,0.01402794,3.5475,0.02553287,3.5525,0.005197402,3.54958,0.07180488,3.54792,0.7355585,,,3.5533,2.692708,3.55167,0.07937391,,,3.55208,0.3108854,3.54875,0.3542307,3.5525,0.0864888,3.5475,0.006862589,3.54917,0.01049572,3.54792,0.008275474,3.55125,-0.09986076,3.5513,0.01594543,3.54833,0.01362426,3.55333,-0.0005550623,3.5504,2.849337,3.5471,19.88253,3.5488,2.407255,3.5471,0.06590103,3.5504,2.494601,3.55083,0.6923645,3.5475,0.002724851,3.54917,0.01932626,3.5496,1.991059,3.5479,0.04430406,3.55,-0.005399242,3.5483,4.365111,3.55,-0.007871793,3.5521,0.3299593,3.55042,0.6168761,3.5525,2.19734
3.56,0.1802439,3.56,21.28462,3.55375,0.004188197,3.5587,1.222197,3.5575,0.01685371,3.55417,0.01347288,3.55417,0.02588609,3.55917,0.005146941,3.55625,0.07089659,3.55458,0.7311684,,,3.56,2.538805,3.55833,0.07780964,,,3.55875,0.2614848,3.55542,0.2866645,3.5592,0.08532821,3.5542,0.006761668,3.55583,0.01079848,3.55458,0.006913049,3.55792,-0.09870017,3.5579,0.01498668,3.555,0.01523898,3.56,-0.001110125,3.5571,2.854484,3.5537,17.01352,3.5554,2.379552,3.5537,0.06751576,3.5571,2.453325,3.5575,0.6951903,3.55417,0.003481754,3.55583,0.01962902,3.5562,2.020427,3.5546,0.04430406,3.5567,-0.005096481,3.555,3.158506,3.55667,-0.007669952,3.5587,0.5089417,3.55708,0.6208624,3.5592,2.200469
3.5667,0.1516329,3.5667,18.41157,3.56042,0.006559827,3.5654,1.224316,3.56417,0.01720693,3.56083,0.01306919,3.56083,0.02598701,3.56583,0.005096481,3.56292,0.06953417,3.56125,0.7277371,,,3.5667,2.438994,3.565,0.07654814,,,3.56542,0.2252039,3.56208,0.2376676,3.5658,0.08401625,3.5608,0.006660748,3.5625,0.0106471,3.56125,0.005702004,3.56458,-0.09748913,3.5646,0.01417932,3.56167,0.01685371,3.56667,-0.001715647,3.5638,2.860186,3.5604,14.25133,3.5621,2.351143,3.5604,0.06867635,3.5638,2.412503,3.56417,0.6978647,3.56083,0.004440498,3.5625,0.0200327,3.5629,2.323693,3.5612,0.0445059,3.5633,-0.004289118,3.5617,2.687208,3.56333,-0.007619492,3.5654,0.7753211,3.56375,0.6245965,3.5658,2.220703
3.5733,0.1275634,3.5733,15.58882,3.56708,0.008376395,3.5721,1.227091,3.57083,0.01730785,3.5675,0.01256459,3.5675,0.02588609,3.5725,0.005146941,3.56958,0.06791944,3.56792,0.7255169,,,3.5733,2.375011,3.57167,0.07574077,,,3.57208,0.1979049,3.56875,0.201639,3.5725,0.08245198,3.5675,0.006559827,3.56917,0.01034434,3.56792,0.0046928,3.57125,-0.09678268,3.5713,0.0135738,3.56833,0.01841798,3.57333,-0.001967948,3.5704,2.86619,3.5671,11.6935,3.5688,2.322835,3.5671,0.06948371,3.5704,2.372437,3.57083,0.7007914,3.5675,0.005399242,3.56917,0.02068869,3.5696,4.674482,3.5679,0.04480867,3.57,-0.003229453,3.5683,2.452921,3.57,-0.007669952,3.5721,1.159374,3.57042,0.628381,3.5725,2.317284
3.58,0.1071775,3.58,12.9272,3.57375,0.00958744,3.5787,1.230069,3.5775,0.01700509,3.57417,0.01185815,3.57417,0.02588609,3.57917,0.005702004,3.57625,0.0662038,3.57458,0.7246086,,,3.58,2.339739,3.57833,0.07488295,,,3.57875,0.1772163,3.57542,0.1747942,3.5792,0.08068588,3.5742,0.006559827,3.57583,0.009839741,3.57458,0.003885436,3.57792,-0.09678268,3.5779,0.01266551,3.575,0.01998224,3.58,-0.001967948,3.5771,2.872599,3.5737,9.406691,3.5754,2.303559,3.5737,0.06998831,3.5771,2.333431,3.5775,0.7040208,3.57417,0.006257066,3.57583,0.02139513,3.5762,13.36792,3.5746,0.04521235,3.5767,-0.002119329,3.575,2.327225,3.57667,-0.007720412,3.5787,1.697027,3.57708,0.6325187,3.5792,2.680244
3.5867,0.08976871,3.5867,10.50778,3.58042,0.01034434,3.5854,1.232995,3.58417,0.01655095,3.58083,0.01130309,3.58083,0.02588609,3.58583,0.006812128,3.58292,0.06474045,3.58125,0.7249114,,,3.5867,2.330202,3.585,0.07372237,,,3.58542,0.1613213,3.58208,0.1543073,3.5858,0.07856655,3.5808,0.00711489,3.5825,0.009082838,3.58125,0.003027613,3.58458,-0.09723682,3.5846,0.01155539,3.58167,0.02184927,3.58667,-0.001564267,3.5838,2.879058,3.5804,7.42633,3.5821,2.38591,3.5804,0.07013969,3.5838,2.295889,3.58417,0.7071494,3.58083,0.006862589,3.5825,0.02184927,3.5829,31.70031,3.5812,0.04571695,3.5833,-0.000958744,3.5817,2.265361,3.58333,-0.007669952,3.5854,2.426985,3.58375,0.6368078,3.5858,3.777805
3.5933,0.07447927,3.5933,8.38023,3.58708,0.01049572,3.5921,1.235367,3.59083,0.01619773,3.5875,0.01089941,3.5875,0.02618885,3.5925,0.008275474,3.58958,0.0635294,3.58792,0.726072,,,3.5933,2.345239,3.59167,0.07220856,,,3.59208,0.1486053,3.58875,0.1385133,3.5925,0.076094,3.5875,0.008174554,3.58917,0.008225014,3.58792,0.00232117,3.59125,-0.09789281,3.5913,0.01044526,3.58833,0.02391814,3.59333,-0.0007569031,3.5904,2.885315,3.5871,5.760588,3.5888,3.085087,3.5871,0.07034153,3.5904,2.260365,3.59083,0.7099752,3.5875,0.00716535,3.58917,0.02220249,3.5896,56.87042,3.5879,0.04601971,3.59,0.0001513806,3.5883,2.243511,3.59,-0.00711489,3.5921,3.388302,3.59042,0.6408951,3.5925,6.469403
3.6,0.06100639,3.6,6.565277,3.59375,0.0096379,3.5987,1.237638,3.5975,0.01614727,3.59417,0.01054618,3.59417,0.02679437,3.59917,0.009991122,3.59625,0.06272204,3.59458,0.7282922,,,3.6,2.382529,3.59833,0.07054337,,,3.59875,0.1378573,3.59542,0.1264533,3.5992,0.07362145,3.5942,0.009335139,3.59583,0.007367191,3.59458,0.001917488,3.59792,-0.09859925,3.5979,0.009335139,3.595,0.02598701,3.6,0.0003532215,3.5971,2.891723,3.5938,4.397052,3.5954,5.942346,3.5938,0.07054337,3.5971,2.226809,3.5975,0.7127505,3.59417,0.00726627,3.59583,0.02260617,3.5962,80.27402,3.5946,0.04561603,3.5967,0.001362426,3.595,2.248002,3.59667,-0.006055225,3.5987,4.616756,3.59708,0.6444778,3.5992,11.85235
3.6067,0.04899686,3.6067,5.059898,3.60042,0.007518571,3.6054,1.240009,3.60417,0.01629865,3.60083,0.0101425,3.60083,0.02755127,3.60583,0.01195907,3.60292,0.0620156,3.60125,0.7313703,,,3.6067,2.433746,3.605,0.06897911,,,3.60542,0.1290772,3.60208,0.11732,3.6058,0.0714012,3.6008,0.01034434,3.6025,0.006862589,3.60125,0.001715647,3.60458,-0.09955799,3.6046,0.008124094,3.60167,0.0279045,3.60667,0.001412886,3.6037,2.898233,3.6004,3.308827,3.6021,13.3279,3.6004,0.07039199,3.6037,2.195372,3.60417,0.7159799,3.60083,0.007518571,3.6025,0.02306032,3.6029,95.01077,3.6012,0.04480867,3.6033,0.002220249,3.6017,2.272122,3.60333,-0.00479372,3.6054,6.140099,3.60375,0.6476063,3.6058,20.67335
3.6133,0.03834976,3.6133,3.843554,3.60708,0.004440498,3.6121,1.242078,3.61083,0.01660141,3.6075,0.009839741,3.6075,0.02851002,3.6125,0.01473438,3.60958,0.06115777,3.60792,0.7349025,,,3.6133,2.485468,3.61167,0.0677176,,,3.61208,0.1219623,3.60875,0.1102051,3.6125,0.06963509,3.6075,0.01155539,3.60917,0.006660748,3.60792,0.001715647,3.61125,-0.1004663,3.6113,0.006913049,3.60833,0.02972106,3.61333,0.002169789,3.6104,2.904893,3.6071,2.460389,3.6088,26.37944,3.6071,0.06993785,3.6104,2.167216,3.61083,0.7194617,3.6075,0.007922253,3.60917,0.02351446,3.6096,99.29464,3.6079,0.04384992,3.61,0.002724851,3.6083,2.312793,3.61,-0.003582675,3.6121,7.971199,3.61042,0.6500789,3.6125,32.53901
3.62,0.0286614,3.62,2.884306,3.61375,0.0007569031,3.6187,1.244248,3.6175,0.01705555,3.61417,0.009991122,3.61417,0.02931738,3.61917,0.01861982,3.61625,0.06029995,3.61458,0.7390402,,,3.62,2.524322,3.61833,0.06685978,,,3.61875,0.1156043,3.61542,0.1045536,3.6192,0.06832312,3.6142,0.01296827,3.61583,0.006711208,3.61458,0.002018408,3.61792,-0.1011223,3.6179,0.006055225,3.615,0.03153763,3.62,0.002724851,3.6171,2.911655,3.6138,1.812733,3.6154,42.79985,3.6138,0.06928187,3.6171,2.14471,3.6175,0.7231453,3.61417,0.008325935,3.61583,0.02386768,3.6162,92.84991,3.6146,0.04304256,3.6167,0.003229453,3.615,2.367946,3.61667,-0.00237163,3.6187,10.10188,3.61708,0.6513404,3.6192,45.55528
3.6267,0.0197804,3.6267,2.144307,3.62042,-0.003229453,3.6254,1.246821,3.62417,0.01761061,3.62083,0.01054618,3.62083,0.02982198,3.62583,0.02477596,3.62292,0.05949259,3.62125,0.7440358,,,3.6267,2.540672,3.625,0.06630472,,,3.62542,0.1095491,3.62208,0.09996168,3.6258,0.0677176,3.6208,0.01428024,3.6225,0.007013969,3.62125,0.002724851,3.62458,-0.1016773,3.6246,0.005601083,3.62167,0.03295052,3.62667,0.003279914,3.6237,2.91877,3.6204,1.327608,3.6221,57.72956,3.6204,0.06862589,3.6237,2.127756,3.62417,0.7270307,3.62083,0.008729616,3.6225,0.02437228,3.6229,75.3868,3.6212,0.04238658,3.6233,0.003834976,3.6217,2.433797,3.62333,-0.001110125,3.6254,12.4996,3.62375,0.6516431,3.6258,56.84706
3.6333,0.01165631,3.6333,1.584955,3.62708,-0.007518571,3.6321,1.250152,3.63083,0.01816568,3.6275,0.01120217,3.6275,0.02997336,3.6325,0.03552399,3.62958,0.05888706,3.62792,0.7499396,,,3.6333,2.529974,3.63167,0.06605241,,,3.63208,0.1038976,3.62875,0.0958744,3.6325,0.06807082,3.6275,0.0153399,3.62917,0.00711489,3.62792,0.003784516,3.63125,-0.1022828,3.6313,0.005601083,3.62833,0.03401018,3.63333,0.003683595,3.6304,2.926238,3.6271,0.9701985,3.6288,67.10113,3.6271,0.06781852,3.6304,2.112668,3.63083,0.731118,3.6275,0.008880997,3.62917,0.02477596,3.6296,50.71488,3.6279,0.04183151,3.63,0.004390038,3.6283,2.503987,3.63,0,3.6321,15.10481,3.63042,0.6514413,3.6325,63.66958
3.64,0.004188197,3.64,1.169769,3.63375,-0.01185815,3.6387,1.253533,3.6375,0.01872074,3.63417,0.01175723,3.63417,0.03012475,3.63917,0.05454749,3.63625,0.05863476,3.63458,0.7565499,,,3.64,2.492936,3.63833,0.06600195,,,3.63875,0.09895247,3.63542,0.0921908,3.6392,0.06973601,3.6342,0.01645003,3.63583,0.007064429,3.63458,0.004945101,3.63792,-0.1031407,3.6379,0.006055225,3.635,0.034868,3.64,0.003986357,3.6371,2.933454,3.6338,0.7101265,3.6354,69.24544,3.6338,0.06675886,3.6371,2.095764,3.6375,0.7350034,3.63417,0.008880997,3.63583,0.02502826,3.6362,27.67243,3.6346,0.04168013,3.6367,0.0046928,3.635,2.569434,3.63667,0.0008578236,3.6387,17.83057,3.63708,0.6512395,3.6392,64.37224
3.6467,-0.002674391,3.6467,0.8662504,3.64042,-0.0155922,3.6454,1.256712,3.64417,0.01942718,3.64083,0.01226183,3.64083,0.03037705,3.64583,0.08638788,3.64292,0.05878614,3.64125,0.7638162,,,3.6467,2.43521,3.645,0.06574965,,,3.64542,0.09471381,3.64208,0.08891089,3.6458,0.07246086,3.6408,0.01781245,3.6425,0.006913049,3.64125,0.006307526,3.64458,-0.1043517,3.6446,0.006761668,3.64167,0.03562491,3.64667,0.004087277,3.6437,2.940316,3.6404,0.5224146,3.6421,63.81763,3.6404,0.06564873,3.6437,2.077951,3.64417,0.7386365,3.64083,0.008780076,3.6425,0.02477596,3.6429,12.96171,3.6412,0.04188197,3.6433,0.00484418,3.6417,2.621408,3.64333,0.001513806,3.6454,20.56597,3.64375,0.6507853,3.6458,58.82813
3.6533,-0.008981917,3.6533,0.6468999,3.64708,-0.0187712,3.6521,1.25979,3.65083,0.020285,3.6475,0.01301873,3.6475,0.03057889,3.6525,0.1378068,3.64958,0.05949259,3.64792,0.7717889,,,3.6533,2.365827,3.65167,0.06514413,,,3.65208,0.09077792,3.64875,0.0859842,3.6525,0.07604354,3.6475,0.01922534,3.64917,0.006761668,3.64792,0.007669952,3.65125,-0.1057646,3.6513,0.007367191,3.64833,0.03617997,3.65333,0.003935896,3.6504,2.946927,3.6471,0.3874335,3.6488,51.49328,3.6471,0.06438723,3.6504,2.099548,3.65083,0.7421183,3.6475,0.008729616,3.64917,0.0242209,3.6496,6.619875,3.6479,0.04208381,3.65,0.005096481,3.6483,2.654056,3.65,0.002068869,3.6521,23.18329,3.65042,0.6497257,3.6525,48.43893
3.66,-0.01498668,3.66,0.4895145,3.65375,-0.02154651,3.6587,1.262868,3.6575,0.02104191,3.65417,0.01392702,3.65417,0.03088165,3.65917,0.2191487,3.65625,0.06045133,3.65458,0.7799635,,,3.66,2.294173,3.65833,0.06448815,,,3.65875,0.08744754,3.65542,0.08325935,3.6592,0.08043357,3.6542,0.02038592,3.65583,0.006610287,3.65458,0.008780076,3.65792,-0.107127,3.6579,0.007619492,3.655,0.03633135,3.66,0.003481754,3.6571,2.953032,3.6538,0.2908022,3.6554,35.39355,3.6538,0.06297434,3.6571,2.598549,3.6575,0.7456505,3.65417,0.008880997,3.65583,0.02361538,3.6562,4.64567,3.6546,0.04193243,3.6567,0.005449703,3.655,2.666772,3.65667,0.002573471,3.6587,25.54775,3.65708,0.6480605,3.6592,35.77906
3.6667,-0.02084007,3.6667,0.3767359,3.66042,-0.02401906,3.6654,1.265643,3.66417,0.02154651,3.66083,0.01473438,3.66083,0.03148717,3.66583,0.3446937,3.66292,0.06146054,3.66125,0.7872297,,,3.6667,2.227515,3.665,0.06413493,,,3.66542,0.08502545,3.66208,0.08058495,3.6658,0.08588328,3.6608,0.02109237,3.6625,0.006357986,3.66125,0.00958744,3.66458,-0.1080353,3.6646,0.007619492,3.66167,0.03638181,3.66667,0.002674391,3.6637,2.958583,3.6604,0.2215203,3.6621,20.54578,3.6604,0.061511,3.6637,5.444758,3.66417,0.7491827,3.66083,0.008981917,3.6625,0.02290894,3.6629,4.047464,3.6612,0.04157921,3.6633,0.005853384,3.6617,2.665106,3.66333,0.003078073,3.6654,27.52882,3.66375,0.6458907,3.6658,23.74733
3.6733,-0.02634023,3.6733,0.2957977,3.66708,-0.02608793,3.6721,1.267964,3.67083,0.02184927,3.6675,0.01554174,3.6675,0.03229453,3.6725,0.5330112,3.66958,0.0622679,3.66792,0.7930327,,,3.6733,2.16994,3.67167,0.06393309,,,3.67208,0.08361257,3.66875,0.07826379,3.6725,0.09274587,3.6675,0.02149605,3.66917,0.006458907,3.66792,0.0106471,3.67125,-0.1086408,3.6713,0.007468111,3.66833,0.03612951,3.67333,0.001715647,3.6704,2.963982,3.6671,0.1713629,3.6688,10.57515,3.6671,0.06019903,3.6704,13.82438,3.67083,0.7528663,3.6675,0.009284679,3.66917,0.02220249,3.6696,3.826246,3.6679,0.04117553,3.67,0.006206606,3.6683,2.658597,3.67,0.003481754,3.6721,29.012,3.67042,0.64362,3.6725,14.44277
3.68,-0.03103303,3.68,0.2373648,3.67375,-0.02750081,3.6787,1.270033,3.6775,0.02195019,3.67417,0.01645003,3.67417,0.03330374,3.67917,0.807767,3.67625,0.0627725,3.67458,0.7967163,,,3.68,2.123366,3.67833,0.06368078,,,3.67875,0.08265382,3.67542,0.07624538,3.6792,0.10087,3.6742,0.02164743,3.67583,0.00721581,3.67458,0.01205999,3.67792,-0.1090445,3.6779,0.00731673,3.675,0.03542307,3.68,0.0006559827,3.6771,2.970593,3.6738,0.1346783,3.6754,5.635497,3.6738,0.05898799,3.6771,28.79098,3.6775,0.7564995,3.67417,0.009940661,3.67583,0.02159697,3.6763,3.735267,3.6746,0.04072139,3.6767,0.006408447,3.675,2.658849,3.67667,0.003633135,3.6787,29.91024,3.67708,0.641097,3.6792,8.492151
