Method 1_Time / min,Method 1_Absorbance / mAu,Method 2_Time / min,Method 2_Absorbance / mAu,Method 3_Time / min,Method 3_Absorbance / mAu,Method 4_Time / min,Method 4_Absorbance / mAu,Method 5_Time / min,Method 5_Absorbance / mAu,Method 6_Time / min,Method 6_Absorbance / mAu,Method 7_Time / min,Method 7_Absorbance / mAu,Method 8_Time / min,Method 8_Absorbance / mAu,Method 9_Time / min,Method 9_Absorbance / mAu,Method 10_Time / min,Method 10_Absorbance / mAu,Method 11_Time / min,Method 11_Absorbance / mAu,Method 12_Time / min,Method 12_Absorbance / mAu,Method 13_Time / min,Method 13_Absorbance / mAu,Method 14_Time / min,Method 14_Absorbance / mAu,Method 15_Time / min,Method 15_Absorbance / mAu,Method 16_Time / min,Method 16_Absorbance / mAu,Method 17_Time / min,Method 17_Absorbance / mAu,Method 18_Time / min,Method 18_Absorbance / mAu,Method 19_Time / min,Method 19_Absorbance / mAu,Method 20_Time / min,Method 20_Absorbance / mAu,Method 21_Time / min,Method 21_Absorbance / mAu,Method 22_Time / min,Method 22_Absorbance / mAu,Method 23_Time / min,Method 23_Absorbance / mAu,Method 24_Time / min,Method 24_Absorbance / mAu,Method 25_Time / min,Method 25_Absorbance / mAu,Method 26_Time / min,Method 26_Absorbance / mAu,Method 27_Time / min,Method 27_Absorbance / mAu,Method 28_Time / min,Method 28_Absorbance / mAu,Method 29_Time / min,Method 29_Absorbance / mAu,Method 30_Time / min,Method 30_Absorbance / mAu,Method 31_Time / min,Method 31_Absorbance / mAu,Method 32_Time / min,Method 32_Absorbance / mAu,Method 33_Time / min,Method 33_Absorbance / mAu,Method 34_Time / min,Method 34_Absorbance / mAu,Method 35_Time / min,Method 35_Absorbance / mAu,Method 36_Time / min,Method 36_Absorbance / mAu,Method 37_Time / min,Method 37_Absorbance / mAu,Method 38_Time / min,Method 38_Absorbance / mAu,Method 39_Time / min,Method 39_Absorbance / mAu,Method 40_Time / min,Method 40_Absorbance / mAu
0.073333,0.00252301,0.073333,0.001564267,0.0670833,-0.004642339,0.072083,0.001766107,0.0708333,-0.004339578,0.0675,0.006357986,0.0675,0.005146941,0.0725,0.005197402,0.0695833,0.0005550623,0.0679167,-0.00479372,0.068333,0.002876232,0.073333,0.0046928,0.0716667,-0.001261505,0.067083,0.008679156,0.0720833,0.002220249,0.06875,-0.02179881,0.0725,0.0001009204,0.0675,0.003027613,0.0691667,0.01110125,0.0679167,0.003784516,0.07125,-0.01216091,0.07125,-0.001211045,0.0683333,0.01286735,0.0733333,-0.0004541419,0.070417,0.003128533,0.067083,-0.009385599,0.06875,-0.000252301,0.067083,0.01160585,0.070417,0.001665187,0.0708333,-0.001867028,0.0675,-0.005348782,0.0691667,0.001564267,0.069583,-0.004188197,0.067917,0.0009082838,0.07,-0.0007064429,0.068333,0.007871793,0.07,-0.004137737,0.072083,-0.004591879,0.0704167,0.001867028,0.0725,-0.01417932
0.08,0.002926692,0.08,0.0004036817,0.07375,-0.005399242,0.07875,0.002977152,0.0775,-0.004087277,0.0741667,0.005651543,0.0741667,0.005348782,0.0791667,0.004036817,0.07625,-0.0003532215,0.0745833,-0.005550623,0.075,0.003128533,0.08,0.0046928,0.0783333,-0.001766107,0.07375,0.008628696,0.07875,0.004137737,0.0754167,-0.02220249,0.079167,-0.0001513806,0.074167,0.001967948,0.0758333,0.01009204,0.0745833,0.004339578,0.0779167,-0.01241321,0.077917,-0.003279914,0.075,0.01190861,0.08,-0.0008578236,0.077083,0.002926692,0.07375,-0.007770872,0.075417,0.0002018408,0.07375,0.01170677,0.077083,0.001665187,0.0775,-0.0007064429,0.0741667,-0.006307526,0.0758333,0.001009204,0.07625,-0.005601083,0.074583,0.000958744,0.076667,-0.0007569031,0.075,0.007770872,0.0766667,-0.004390038,0.07875,-0.004541419,0.0770833,0.006711208,0.079167,-0.01402794
0.086667,0.002977152,0.086667,-0.0008578236,0.0804167,-0.005853384,0.085417,0.004591879,0.0841667,-0.003532215,0.0808333,0.005651543,0.0808333,0.005954305,0.0858333,0.002724851,0.0829167,-0.0008073634,0.08125,-0.005903845,0.081667,0.003734056,0.086667,0.005298322,0.085,-0.001967948,0.080417,0.008325935,0.0854167,0.007064429,0.0820833,-0.02189973,0.085833,-0.0005046021,0.080833,0.000958744,0.0825,0.009234218,0.08125,0.005146941,0.0845833,-0.01190861,0.084583,-0.005399242,0.0816667,0.01084895,0.0866667,-0.001362426,0.08375,0.002674391,0.080417,-0.005702004,0.082083,0.000958744,0.080417,0.01231229,0.08375,0.001867028,0.0841667,0.0004036817,0.0808333,-0.00726627,0.0825,0.0006055225,0.082917,-0.006812128,0.08125,0.001665187,0.083333,-0.0006055225,0.081667,0.008023173,0.0833333,-0.004390038,0.085417,-0.003734056,0.08375,0.01271597,0.085833,-0.01362426
0.093333,0.002573471,0.093333,-0.001665187,0.0870833,-0.005853384,0.092083,0.006156146,0.0908333,-0.002825772,0.0875,0.006055225,0.0875,0.006812128,0.0925,0.001261505,0.0895833,-0.000958744,0.0879167,-0.005550623,0.088333,0.004541419,0.093333,0.006357986,0.0916667,-0.001967948,0.087083,0.007619492,0.0920833,0.0106471,0.08875,-0.02104191,0.0925,-0.0008578236,0.0875,0.0003532215,0.0891667,0.008780076,0.0879167,0.005802924,0.09125,-0.01059664,0.09125,-0.007720412,0.0883333,0.00973882,0.0933333,-0.002068869,0.090417,0.002068869,0.087083,-0.004036817,0.08875,0.002068869,0.087083,0.01286735,0.090417,0.00232117,0.0908333,0.001614727,0.0875,-0.008174554,0.0891667,0.0004036817,0.089583,-0.007720412,0.087917,0.002775312,0.09,-0.0004036817,0.088333,0.008527775,0.09,-0.004440498,0.092083,-0.002220249,0.0904167,0.01983086,0.0925,-0.01317011
0.1,0.001766107,0.1,-0.002270709,0.09375,-0.005500163,0.09875,0.007821333,0.0975,-0.002068869,0.0941667,0.006206606,0.0941667,0.007619492,0.0991667,-0.0001009204,0.09625,-0.000958744,0.0945833,-0.00484418,0.095,0.005601083,0.1,0.007669952,0.0983333,-0.001766107,0.09375,0.006509367,0.09875,0.01438116,0.0954167,-0.01993178,0.099167,-0.001059664,0.094167,0.000252301,0.0958333,0.008981917,0.0945833,0.006105685,0.0979167,-0.008931457,0.097917,-0.0101425,0.095,0.008477315,0.1,-0.002977152,0.097083,0.001513806,0.09375,-0.002674391,0.095417,0.003734056,0.09375,0.01311965,0.097083,0.002724851,0.0975,0.003380834,0.0941667,-0.009082838,0.0958333,0.0004541419,0.09625,-0.008275474,0.094583,0.004087277,0.096667,-0.0001009204,0.095,0.009082838,0.0966667,-0.004339578,0.09875,-5.046021e-05,0.0970833,0.02765219,0.099167,-0.01291781
0.10667,0.0008578236,0.10667,-0.002674391,0.100417,-0.004945101,0.10542,0.00953698,0.104167,-0.001412886,0.100833,0.006156146,0.100833,0.008174554,0.105833,-0.001059664,0.102917,-0.0008073634,0.10125,-0.004137737,0.10167,0.006509367,0.10667,0.008880997,0.105,-0.001261505,0.10042,0.005298322,0.105417,0.01806476,0.102083,-0.01861982,0.10583,-0.001160585,0.10083,0.0005550623,0.1025,0.00973882,0.10125,0.006357986,0.104583,-0.007367191,0.10458,-0.01251413,0.101667,0.007064429,0.106667,-0.004087277,0.10375,0.001362426,0.10042,-0.001513806,0.10208,0.005903845,0.10042,0.01286735,0.10375,0.003027613,0.104167,0.005449703,0.100833,-0.009940661,0.1025,0.0005550623,0.10292,-0.007922253,0.10125,0.005601083,0.10333,0.0003532215,0.10167,0.00968836,0.103333,-0.004238658,0.10542,0.00232117,0.10375,0.03552399,0.10583,-0.01311965
0.11333,5.046021e-05,0.11333,-0.002876232,0.107083,-0.004289118,0.11208,0.01084895,0.110833,-0.001211045,0.1075,0.006105685,0.1075,0.008477315,0.1125,-0.001564267,0.109583,-5.046021e-05,0.107917,-0.003330374,0.10833,0.00716535,0.11333,0.009940661,0.111667,-0.0006055225,0.10708,0.003885436,0.112083,0.02169789,0.10875,-0.01756015,0.1125,-0.001009204,0.1075,0.001211045,0.109167,0.01110125,0.107917,0.006559827,0.11125,-0.005954305,0.11125,-0.01448208,0.108333,0.005500163,0.113333,-0.005449703,0.11042,0.001564267,0.10708,-0.0007064429,0.10875,0.008426855,0.10708,0.01205999,0.11042,0.003229453,0.110833,0.007367191,0.1075,-0.0106471,0.109167,0.0004541419,0.10958,-0.006559827,0.10792,0.006913049,0.11,0.000958744,0.10833,0.01029388,0.11,-0.004339578,0.11208,0.004541419,0.110417,0.04243704,0.1125,-0.01367472
0.12,-0.0008578236,0.12,-0.002724851,0.11375,-0.003532215,0.11875,0.01160585,0.1175,-0.001160585,0.114167,0.006307526,0.114167,0.008376395,0.119167,-0.001463346,0.11625,0.001261505,0.114583,-0.002068869,0.115,0.007720412,0.12,0.01100033,0.118333,0.0001513806,0.11375,0.002220249,0.11875,0.02487688,0.115417,-0.01665187,0.11917,-0.0007569031,0.11417,0.002119329,0.115833,0.01291781,0.114583,0.006307526,0.117917,-0.00484418,0.11792,-0.01629865,0.115,0.003885436,0.12,-0.00711489,0.11708,0.001614727,0.11375,-0.0004036817,0.11542,0.01094987,0.11375,0.01054618,0.11708,0.003481754,0.1175,0.008931457,0.114167,-0.01135355,0.115833,-0.0001009204,0.11625,-0.004339578,0.11458,0.007468111,0.11667,0.001665187,0.115,0.01074802,0.116667,-0.004591879,0.11875,0.006610287,0.117083,0.04803812,0.11917,-0.0143307
0.12667,-0.001715647,0.12667,-0.00232117,0.120417,-0.002876232,0.12542,0.01200953,0.124167,-0.001160585,0.120833,0.006206606,0.120833,0.008073634,0.125833,-0.001261505,0.122917,0.00232117,0.12125,-0.0004036817,0.12167,0.008124094,0.12667,0.01200953,0.125,0.0008073634,0.12042,0.0002018408,0.125417,0.02745035,0.122083,-0.01579405,0.12583,-0.0003027613,0.12083,0.003128533,0.1225,0.01493622,0.12125,0.005449703,0.124583,-0.004238658,0.12458,-0.01791337,0.121667,0.00242209,0.126667,-0.009032378,0.12375,0.001513806,0.12042,-0.0008073634,0.12208,0.01337196,0.12042,0.008527775,0.12375,0.003633135,0.124167,0.01024342,0.120833,-0.01200953,0.1225,-0.0009082838,0.12292,-0.001967948,0.12125,0.00711489,0.12333,0.002220249,0.12167,0.01079848,0.123333,-0.00479372,0.12542,0.008780076,0.12375,0.05192356,0.12583,-0.01513806
0.13333,-0.00242209,0.13333,-0.001917488,0.127083,-0.00232117,0.13208,0.01216091,0.130833,-0.001261505,0.1275,0.005550623,0.1275,0.007821333,0.1325,-0.001261505,0.129583,0.002825772,0.127917,0.001160585,0.12833,0.008426855,0.13333,0.01296827,0.131667,0.001311965,0.12708,-0.002119329,0.132083,0.02951922,0.12875,-0.01493622,0.1325,0.0001513806,0.1275,0.003784516,0.129167,0.01690417,0.127917,0.004440498,0.13125,-0.004188197,0.13125,-0.0192758,0.128333,0.001261505,0.133333,-0.01105079,0.13042,0.001614727,0.12708,-0.001513806,0.12875,0.01594543,0.12708,0.006458907,0.13042,0.003633135,0.130833,0.01125263,0.1275,-0.01271597,0.129167,-0.001665187,0.12958,0.0005550623,0.12792,0.006761668,0.13,0.00247255,0.12833,0.01069756,0.13,-0.004995561,0.13208,0.01110125,0.130417,0.05399242,0.1325,-0.01599589
0.14,-0.002623931,0.14,-0.001412886,0.13375,-0.001816568,0.13875,0.01221137,0.1375,-0.001564267,0.134167,0.00474326,0.134167,0.007569031,0.139167,-0.001614727,0.13625,0.003027613,0.134583,0.002573471,0.135,0.008931457,0.14,0.0135738,0.138333,0.001463346,0.13375,-0.004490959,0.13875,0.03108349,0.135417,-0.01448208,0.13917,0.0007064429,0.13417,0.004188197,0.135833,0.01867028,0.134583,0.003734056,0.137917,-0.004591879,0.13792,-0.02053731,0.135,0.0006559827,0.14,-0.01306919,0.13708,0.002018408,0.13375,-0.00247255,0.13542,0.01861982,0.13375,0.0046928,0.13708,0.003229453,0.1375,0.01190861,0.134167,-0.01322057,0.135833,-0.002573471,0.13625,0.003178993,0.13458,0.006660748,0.13667,0.002119329,0.135,0.01069756,0.136667,-0.005348782,0.13875,0.01327104,0.137083,0.05434565,0.13917,-0.01685371
0.14667,-0.00242209,0.14667,-0.0007569031,0.140417,-0.001311965,0.14542,0.01200953,0.144167,-0.001867028,0.140833,0.004289118,0.140833,0.00731673,0.145833,-0.001917488,0.142917,0.003431294,0.14125,0.003834976,0.14167,0.009486519,0.14667,0.01397748,0.145,0.001110125,0.14042,-0.006913049,0.145417,0.03199177,0.142083,-0.01417932,0.14583,0.001009204,0.14083,0.004591879,0.1425,0.02023454,0.14125,0.003279914,0.144583,-0.005348782,0.14458,-0.02195019,0.141667,0.0007064429,0.146667,-0.01478484,0.14375,0.002623931,0.14042,-0.003582675,0.14208,0.02149605,0.14042,0.003532215,0.14375,0.002623931,0.144167,0.01226183,0.140833,-0.01347288,0.1425,-0.003582675,0.14292,0.005702004,0.14125,0.006812128,0.14333,0.001211045,0.14167,0.01074802,0.143333,-0.005802924,0.14542,0.01518852,0.14375,0.05348782,0.14583,-0.01745923
0.15333,-0.001967948,0.15333,0.0001513806,0.147083,-0.001009204,0.15208,0.01155539,0.150833,-0.001967948,0.1475,0.004036817,0.1475,0.006963509,0.1525,-0.002018408,0.149583,0.003683595,0.147917,0.004995561,0.14833,0.009940661,0.15333,0.01428024,0.151667,0.0005046021,0.14708,-0.009183758,0.152083,0.03189085,0.14875,-0.0138261,0.1525,0.001009204,0.1475,0.00484418,0.149167,0.02164743,0.147917,0.002977152,0.15125,-0.006206606,0.15125,-0.0237163,0.148333,0.001311965,0.153333,-0.01634911,0.15042,0.003279914,0.14708,-0.004541419,0.14875,0.02437228,0.14708,0.002775312,0.15042,0.001917488,0.150833,0.01236275,0.1475,-0.01352334,0.149167,-0.004440498,0.14958,0.007972713,0.14792,0.007064429,0.15,-0.0004036817,0.14833,0.01069756,0.15,-0.006055225,0.15208,0.01710601,0.150417,0.05217586,0.1525,-0.01806476
0.16,-0.001261505,0.16,0.000958744,0.15375,-0.0008073634,0.15875,0.01100033,0.1575,-0.002068869,0.154167,0.003633135,0.154167,0.006458907,0.159167,-0.002018408,0.15625,0.003431294,0.154583,0.005752464,0.155,0.0103948,0.16,0.01412886,0.158333,-0.0004036817,0.15375,-0.01125263,0.15875,0.03098257,0.155417,-0.01347288,0.15917,0.0006055225,0.15417,0.004642339,0.155833,0.02285848,0.154583,0.002623931,0.157917,-0.006913049,0.15792,-0.02543195,0.155,0.002169789,0.16,-0.01801429,0.15708,0.004087277,0.15375,-0.005247862,0.15542,0.02704667,0.15375,0.00232117,0.15708,0.000958744,0.1575,0.01261505,0.154167,-0.0133215,0.155833,-0.00489464,0.15625,0.009789281,0.15458,0.007619492,0.15667,-0.002724851,0.155,0.01044526,0.156667,-0.006156146,0.15875,0.01912442,0.157083,0.05061159,0.15917,-0.0187712
0.16667,-0.0003532215,0.16667,0.001513806,0.160417,-0.0007569031,0.16542,0.01059664,0.164167,-0.002220249,0.160833,0.003128533,0.160833,0.005752464,0.165833,-0.001867028,0.162917,0.002876232,0.16125,0.006307526,0.16167,0.01100033,0.16667,0.01322057,0.165,-0.001513806,0.16042,-0.01271597,0.165417,0.02926692,0.162083,-0.01317011,0.16583,0.0002018408,0.16083,0.004036817,0.1625,0.02381722,0.16125,0.002623931,0.164583,-0.007417651,0.16458,-0.02694575,0.161667,0.00252301,0.166667,-0.01993178,0.16375,0.005046021,0.16042,-0.005449703,0.16208,0.02921646,0.16042,0.001967948,0.16375,-0.0002018408,0.164167,0.01322057,0.160833,-0.01296827,0.1625,-0.004945101,0.16292,0.01155539,0.16125,0.008578236,0.16333,-0.005752464,0.16167,0.009991122,0.163333,-0.006408447,0.16542,0.02084007,0.16375,0.04945101,0.16583,-0.01957856
0.17333,0.0006559827,0.17333,0.001917488,0.167083,-0.0008073634,0.17208,0.01044526,0.170833,-0.002220249,0.1675,0.002724851,0.1675,0.004591879,0.1725,-0.001412886,0.169583,0.002270709,0.167917,0.007064429,0.16833,0.01160585,0.17333,0.01130309,0.171667,-0.002724851,0.16708,-0.0135738,0.172083,0.02674391,0.16875,-0.01291781,0.1725,-0.0004036817,0.1675,0.003330374,0.169167,0.02427136,0.167917,0.002775312,0.17125,-0.007619492,0.17125,-0.0281568,0.168333,0.00232117,0.173333,-0.02179881,0.17042,0.005954305,0.16708,-0.005348782,0.16875,0.03057889,0.16708,0.001463346,0.17042,-0.000958744,0.170833,0.01417932,0.1675,-0.01211045,0.169167,-0.00474326,0.16958,0.01327104,0.16792,0.00958744,0.17,-0.009335139,0.16833,0.009183758,0.17,-0.006509367,0.17208,0.02200065,0.170417,0.04879502,0.1725,-0.02018408
