Method 1_Time / min,Method 1_Absorbance / mAu,Method 2_Time / min,Method 2_Absorbance / mAu,Method 3_Time / min,Method 3_Absorbance / mAu,Method 4_Time / min,Method 4_Absorbance / mAu,Method 5_Time / min,Method 5_Absorbance / mAu,Method 6_Time / min,Method 6_Absorbance / mAu,Method 7_Time / min,Method 7_Absorbance / mAu,Method 8_Time / min,Method 8_Absorbance / mAu,Method 9_Time / min,Method 9_Absorbance / mAu,Method 10_Time / min,Method 10_Absorbance / mAu,Method 11_Time / min,Method 11_Absorbance / mAu,Method 12_Time / min,Method 12_Absorbance / mAu,Method 13_Time / min,Method 13_Absorbance / mAu,Method 14_Time / min,Method 14_Absorbance / mAu,Method 15_Time / min,Method 15_Absorbance / mAu,Method 16_Time / min,Method 16_Absorbance / mAu,Method 17_Time / min,Method 17_Absorbance / mAu,Method 18_Time / min,Method 18_Absorbance / mAu,Method 19_Time / min,Method 19_Absorbance / mAu,Method 20_Time / min,Method 20_Absorbance / mAu,Method 21_Time / min,Method 21_Absorbance / mAu,Method 22_Time / min,Method 22_Absorbance / mAu,Method 23_Time / min,Method 23_Absorbance / mAu,Method 24_Time / min,Method 24_Absorbance / mAu,Method 25_Time / min,Method 25_Absorbance / mAu,Method 26_Time / min,Method 26_Absorbance / mAu,Method 27_Time / min,Method 27_Absorbance / mAu,Method 28_Time / min,Method 28_Absorbance / mAu,Method 29_Time / min,Method 29_Absorbance / mAu,Method 30_Time / min,Method 30_Absorbance / mAu,Method 31_Time / min,Method 31_Absorbance / mAu,Method 32_Time / min,Method 32_Absorbance / mAu,Method 33_Time / min,Method 33_Absorbance / mAu,Method 34_Time / min,Method 34_Absorbance / mAu,Method 35_Time / min,Method 35_Absorbance / mAu,Method 36_Time / min,Method 36_Absorbance / mAu,Method 37_Time / min,Method 37_Absorbance / mAu,Method 38_Time / min,Method 38_Absorbance / mAu,Method 39_Time / min,Method 39_Absorbance / mAu,Method 40_Time / min,Method 40_Absorbance / mAu
0.00416667,0,0.00291667,0,0.00625,0,0.00291667,0,0.00166667,0,0.00333333,0,0.00041667,0,0.00541667,0,0.0025,0,0.0041667,0,0.0025,0,0.00291667,0,0.00291667,0,0.0016667,0,0.0016667,0,0.005,0,0.000416667,0,0.00041667,0,0.00083333,0,0.00083333,0,0.00083333,0,0.0025,0,0.0029167,0,0.00125,0,0.00125,0,0.005,0,0.00166667,0,0.005,0,0.0054167,0,0.000416667,0,0.00375,0,0.0058333,0,0.00416667,0,0.000833333,0,0.00625,0,0.00125,0,0.0016667,0,0.00333333,0,0.005,0,0.00375,0
0.0108333,0.0005429418,0.00958333,0.005774926,0.012917,0.00148075,0.00958333,-0.0005923001,0.00833333,0.005133268,0.01,0.001382034,0.0070833,0.002813425,0.0120833,0.002862784,0.0091667,0.0006910168,0.010833,0.00266535,0.00916667,0.001233959,0.00958333,0.00148075,0.00958333,0.004689042,0.0083333,0.003010859,0.0083333,0.002319842,0.0116667,0.001431392,0.00708333,0.001382034,0.0070833,-0.001036525,0.0075,0.001579467,0.0075,0.001875617,0.0075,0.002221125,0.00916667,0.002566634,0.0095833,0.003751234,0.0079167,0.0007897335,0.0079167,0.003455084,0.011667,0.006762093,0.00833333,0.0007403751,0.0116667,0.001036525,0.012083,0.0001974334,0.00708333,0.003356367,0.0104167,0.00148075,0.0125,0.001233959,0.0108333,-0.000148075,0.0075,0.0017769,0.0129167,0.0004935834,0.0079167,0.002418559,0.0083333,0.003158934,0.01,0.0006910168,0.0116667,0.002023692,0.010417,0.003849951
0.0175,0.001135242,0.01625,0.01090819,0.019583,0.002813425,0.01625,-0.001135242,0.015,0.01061204,0.0166667,0.003307009,0.01375,0.005182626,0.01875,0.006169793,0.015833,0.001628825,0.0175,0.005380059,0.0158333,0.002122409,0.01625,0.00266535,0.01625,0.00923001,0.015,0.005873643,0.015,0.004491609,0.0183333,0.00266535,0.01375,0.002122409,0.01375,-0.0011846,0.014167,0.003109576,0.014167,0.003849951,0.014167,0.004392892,0.0158333,0.004738401,0.01625,0.007847976,0.014583,0.001332675,0.014583,0.007058243,0.018333,0.01342547,0.015,0.001085884,0.0183333,0.002023692,0.01875,0.0005429418,0.01375,0.006515301,0.0170833,0.002764067,0.019167,0.002270484,0.0175,-0.0004442251,0.0141667,0.003603159,0.0195833,0.001036525,0.014583,0.004540967,0.015,0.005923001,0.0166667,0.001875617,0.0183333,0.003948667,0.017083,0.007354393
0.0241667,0.001036525,0.0229167,0.01461007,0.02625,0.003109576,0.0229167,-0.001924975,0.0216667,0.01673248,0.0233333,0.004837117,0.020417,0.007551826,0.0254167,0.008736426,0.0225,0.002171767,0.024167,0.007206318,0.0225,0.002418559,0.0229167,0.003158934,0.0229167,0.01268509,0.021667,0.008736426,0.021667,0.006564659,0.025,0.002517275,0.0204167,0.002615992,0.020417,0.0005923001,0.020833,0.004639684,0.020833,0.005725568,0.020833,0.006564659,0.0225,0.006120434,0.022917,0.01150049,0.02125,0.001628825,0.02125,0.01041461,0.025,0.01841066,0.0216667,0.0011846,0.025,0.001974334,0.025417,-0.0001974334,0.0204167,0.009674235,0.02375,0.003109576,0.025833,0.002517275,0.0241667,-0.0009871668,0.0208333,0.005330701,0.02625,0.001036525,0.02125,0.006416584,0.021667,0.008588351,0.0233333,0.002862784,0.025,0.004935834,0.02375,0.009575518
0.0308333,-9.871668e-05,0.0295833,0.01584403,0.032917,0.002714709,0.0295833,-0.003899309,0.0283333,0.0221619,0.03,0.004935834,0.027083,0.009328727,0.0320833,0.0100691,0.029167,0.001579467,0.030833,0.007403751,0.0291667,0.001332675,0.0295833,0.003060217,0.0295833,0.01426456,0.028333,0.01021718,0.028333,0.007008885,0.0316667,0.001085884,0.0270833,0.002270484,0.027083,0.002566634,0.0275,0.005528134,0.0275,0.006564659,0.0275,0.007601185,0.0291667,0.005923001,0.029583,0.01382034,0.027917,0.0005429418,0.027917,0.01238894,0.031667,0.02127345,0.0283333,4.935834e-05,0.0316667,0.001085884,0.032083,-0.002467917,0.0270833,0.01154985,0.0304167,0.002319842,0.0325,0.002023692,0.0308333,-0.002122409,0.0275,0.006021718,0.0329167,0.0003455084,0.027917,0.007058243,0.028333,0.009970385,0.03,0.002912142,0.0316667,0.004343534,0.030417,0.009674235
0.0375,-0.002122409,0.03625,0.01470879,0.039583,0.001530109,0.03625,-0.007650543,0.035,0.026308,0.0366667,0.003553801,0.03375,0.01021718,0.03875,0.009970385,0.035833,-9.871668e-05,0.0375,0.006268509,0.0358333,-0.0007897335,0.03625,0.002566634,0.03625,0.01357354,0.035,0.009970385,0.035,0.005725568,0.0383333,-0.001530109,0.03375,0.0007897335,0.03375,0.003948667,0.034167,0.005824284,0.034167,0.006268509,0.034167,0.007255676,0.0358333,0.004392892,0.03625,0.01461007,0.034583,-0.00207305,0.034583,0.01258638,0.038333,0.02196446,0.035,-0.002270484,0.0383333,-0.0006416584,0.03875,-0.006120434,0.03375,0.01219151,0.0370833,0.0005923001,0.039167,0.001036525,0.0375,-0.003849951,0.0341667,0.005774926,0.0395833,-0.0008390918,0.034583,0.006071076,0.035,0.009575518,0.0366667,0.001431392,0.0383333,0.002221125,0.037083,0.00774926
0.0441667,-0.004392892,0.0429167,0.01229023,0.04625,0.0006910168,0.0429167,-0.01189536,0.0416667,0.02956565,0.0433333,0.002171767,0.040417,0.01026654,0.0454167,0.00982231,0.0425,-0.002319842,0.044167,0.005083909,0.0425,-0.003208292,0.0429167,0.002023692,0.0429167,0.01233959,0.041667,0.008785785,0.041667,0.003751234,0.045,-0.003553801,0.0404167,-0.00148075,0.040417,0.004985192,0.040833,0.005478776,0.040833,0.005281343,0.040833,0.005824284,0.0425,0.002467917,0.042917,0.01530109,0.04125,-0.005330701,0.04125,0.01154985,0.045,0.02211254,0.0416667,-0.005429418,0.045,-0.00207305,0.045417,-0.00952616,0.0404167,0.01224087,0.04375,-0.0007403751,0.045833,0.0003948667,0.0441667,-0.005528134,0.0408333,0.005330701,0.04625,-0.001628825,0.04125,0.004491609,0.041667,0.008292201,0.0433333,-0.0002467917,0.045,9.871668e-05,0.04375,0.005281343
0.0508333,-0.006515301,0.0495833,0.01036525,0.052917,0.0004935834,0.0495833,-0.01515301,0.0483333,0.03385982,0.05,0.002023692,0.047083,0.01041461,0.0520833,0.01001974,0.049167,-0.003751234,0.050833,0.004491609,0.0491667,-0.005034551,0.0495833,0.001826259,0.0495833,0.01189536,0.048333,0.008489635,0.048333,0.002467917,0.0516667,-0.004935834,0.0470833,-0.003208292,0.047083,0.008440276,0.0475,0.005577493,0.0475,0.004985192,0.0475,0.004639684,0.0491667,0.001233959,0.049583,0.01712734,0.047917,-0.00774926,0.047917,0.01076012,0.051667,0.02226061,0.0483333,-0.007946693,0.0516667,-0.003109576,0.052083,-0.01204344,0.0470833,0.01307996,0.0504167,-0.001036525,0.0525,0.000148075,0.0508333,-0.006811451,0.0475,0.005725568,0.0529167,-0.001875617,0.047917,0.003553801,0.048333,0.00774926,0.05,-0.001283317,0.0516667,-0.00148075,0.050417,0.003208292
0.0575,-0.008440276,0.05625,0.00923001,0.059583,0.0007403751,0.05625,-0.01781836,0.055,0.03894373,0.0566667,0.002517275,0.05375,0.01071076,0.05875,0.0100691,0.055833,-0.004491609,0.0575,0.003899309,0.0558333,-0.006515301,0.05625,0.00207305,0.05625,0.011846,0.055,0.008440276,0.055,0.001431392,0.0583333,-0.005972359,0.05375,-0.004096742,0.05375,0.01451135,0.054167,0.006021718,0.054167,0.004985192,0.054167,0.003849951,0.0558333,0.0008390918,0.05625,0.01944719,0.054583,-0.009476802,0.054583,0.01021718,0.058333,0.02221125,0.055,-0.009921027,0.0583333,-0.003751234,0.05875,-0.01401777,0.05375,0.01441264,0.0570833,-0.0005429418,0.059167,0.0002467917,0.0575,-0.007650543,0.0541667,0.006465943,0.0595833,-0.00207305,0.054583,0.002813425,0.055,0.007551826,0.0566667,-0.002221125,0.0583333,-0.002813425,0.057083,0.001332675
0.0641667,-0.009871668,0.0629167,0.008884501,0.06625,0.0009871668,0.0629167,-0.02043435,0.0616667,0.04397828,0.0633333,0.003208292,0.060417,0.01080948,0.0654167,0.009624877,0.0625,-0.004540967,0.064167,0.003307009,0.0625,-0.007699901,0.0629167,0.002517275,0.0629167,0.01174729,0.061667,0.00804541,0.061667,0.0004935834,0.065,-0.006762093,0.0604167,-0.004491609,0.060417,0.02230997,0.060833,0.006663376,0.060833,0.005034551,0.060833,0.003356367,0.0625,0.001085884,0.062917,0.02171767,0.06125,-0.01100691,0.06125,0.009723593,0.065,0.0215696,0.0616667,-0.01145114,0.065,-0.003998026,0.065417,-0.0153998,0.0604167,0.01604146,0.06375,0.00029615,0.065833,0.0006910168,0.0641667,-0.008094768,0.0608333,0.007354393,0.06625,-0.002122409,0.06125,0.002023692,0.061667,0.00715696,0.0633333,-0.003060217,0.065,-0.004146101,0.06375,-0.0005923001
0.0708333,-0.01076012,0.0695833,0.008835143,0.072917,0.0008884501,0.0695833,-0.02305035,0.0683333,0.04817374,0.07,0.003849951,0.067083,0.01051333,0.0720833,0.008687068,0.069167,-0.004442251,0.070833,0.00266535,0.0691667,-0.008736426,0.0695833,0.002764067,0.0695833,0.01150049,0.068333,0.006860809,0.068333,-9.871668e-05,0.0716667,-0.007502468,0.0670833,-0.004985192,0.067083,0.03070089,0.0675,0.007008885,0.0675,0.004985192,0.0675,0.002912142,0.0691667,0.001727542,0.069583,0.02354393,0.067917,-0.01224087,0.067917,0.009328727,0.071667,0.02033564,0.0683333,-0.01283317,0.0716667,-0.004146101,0.072083,-0.01648569,0.0670833,0.01767029,0.0704167,0.0009871668,0.0725,0.001233959,0.0708333,-0.008440276,0.0675,0.008193485,0.0729167,-0.001974334,0.067917,0.001135242,0.068333,0.006219151,0.07,-0.003701876,0.0716667,-0.005330701,0.070417,-0.002615992
0.0775,-0.0112537,0.07625,0.00863771,0.079583,0.0009378085,0.07625,-0.02541955,0.075,0.05083909,0.0766667,0.004096742,0.07375,0.01036525,0.07875,0.007403751,0.075833,-0.004639684,0.0775,0.001875617,0.0758333,-0.009723593,0.07625,0.002764067,0.07625,0.01110563,0.075,0.004935834,0.075,-0.0003455084,0.0783333,-0.008292201,0.07375,-0.005478776,0.07375,0.03928924,0.074167,0.006959526,0.074167,0.004787759,0.074167,0.002171767,0.0758333,0.002171767,0.07625,0.02522211,0.074583,-0.01307996,0.074583,0.008835143,0.078333,0.01855874,0.075,-0.0142152,0.0783333,-0.004343534,0.07875,-0.01732478,0.07375,0.01910168,0.0770833,0.001382034,0.079167,0.0017769,0.0775,-0.008687068,0.0741667,0.00863771,0.0795833,-0.001826259,0.074583,0.0005429418,0.075,0.004738401,0.0766667,-0.003899309,0.0783333,-0.006317868,0.077083,-0.004639684
0.0841667,-0.01154985,0.0829167,0.008193485,0.08625,0.001283317,0.0829167,-0.02719645,0.0816667,0.05207305,0.0833333,0.003998026,0.080417,0.01071076,0.0854167,0.005923001,0.0825,-0.005034551,0.084167,0.0008884501,0.0825,-0.01056269,0.0829167,0.0023692,0.0829167,0.01036525,0.081667,0.002221125,0.081667,-0.0004935834,0.085,-0.009427443,0.0804167,-0.005774926,0.080417,0.04772952,0.080833,0.006663376,0.080833,0.004343534,0.080833,0.001233959,0.0825,0.002418559,0.082917,0.02655479,0.08125,-0.01342547,0.08125,0.00804541,0.085,0.01653504,0.0816667,-0.01520237,0.085,-0.004343534,0.085417,-0.01801579,0.0804167,0.02003949,0.08375,0.001628825,0.085833,0.002171767,0.0841667,-0.008687068,0.0808333,0.008440276,0.08625,-0.0017769,0.08125,9.871668e-05,0.081667,0.002714709,0.0833333,-0.003948667,0.085,-0.007008885,0.08375,-0.006416584
0.0908333,-0.01169793,0.0895833,0.007354393,0.092917,0.001924975,0.0895833,-0.02828233,0.0883333,0.05227048,0.09,0.003208292,0.087083,0.01150049,0.0920833,0.004294176,0.089167,-0.005528134,0.090833,-0.0003455084,0.0891667,-0.01110563,0.0895833,0.001826259,0.0895833,0.009378085,0.088333,-0.001283317,0.088333,-0.0003455084,0.0916667,-0.01046397,0.0870833,-0.005774926,0.087083,0.05538006,0.0875,0.006219151,0.0875,0.003751234,0.0875,9.871668e-05,0.0891667,0.002467917,0.089583,0.02754195,0.087917,-0.01322804,0.087917,0.006860809,0.091667,0.01451135,0.0883333,-0.01579467,0.0916667,-0.004096742,0.092083,-0.0183613,0.0870833,0.02087858,0.0904167,0.00207305,0.0925,0.002566634,0.0908333,-0.008489635,0.0875,0.00774926,0.0929167,-0.001727542,0.087917,-0.0003455084,0.088333,0.0004442251,0.09,-0.003701876,0.0916667,-0.00745311,0.090417,-0.007798618
0.0975,-0.01145114,0.09625,0.005873643,0.099583,0.00266535,0.09625,-0.0290227,0.095,0.05143139,0.0966667,0.001826259,0.09375,0.01229023,0.09875,0.00266535,0.095833,-0.006367226,0.0975,-0.001628825,0.0958333,-0.01130306,0.09625,0.001036525,0.09625,0.008390918,0.095,-0.005281343,0.095,4.935834e-05,0.0983333,-0.01140178,0.09375,-0.005626851,0.09375,0.06150049,0.094167,0.005725568,0.094167,0.003504442,0.094167,-0.0011846,0.0958333,0.00207305,0.09625,0.0280849,0.094583,-0.01258638,0.094583,0.005528134,0.098333,0.01253702,0.095,-0.01579467,0.0983333,-0.003504442,0.09875,-0.01821323,0.09375,0.02196446,0.0970833,0.002615992,0.099167,0.003010859,0.0975,-0.008094768,0.0941667,0.006712734,0.0995833,-0.001579467,0.094583,-0.0007897335,0.095,-0.001678184,0.0966667,-0.002813425,0.0983333,-0.007551826,0.097083,-0.008687068
0.104167,-0.01105627,0.102917,0.003751234,0.10625,0.003603159,0.102917,-0.029615,0.101667,0.0494077,0.103333,4.935834e-05,0.10042,0.01283317,0.105417,0.001283317,0.1025,-0.007601185,0.10417,-0.002912142,0.1025,-0.01135242,0.102917,0.0004935834,0.102917,0.007502468,0.10167,-0.009575518,0.10167,0.0006910168,0.105,-0.01199408,0.100417,-0.005182626,0.10042,0.06574531,0.10083,0.005182626,0.10083,0.003652517,0.10083,-0.00266535,0.1025,0.0009871668,0.10292,0.02857848,0.10125,-0.01169793,0.10125,0.004491609,0.105,0.01090819,0.101667,-0.01510365,0.105,-0.002764067,0.10542,-0.01771964,0.100417,0.02319842,0.10375,0.003208292,0.10583,0.003405726,0.104167,-0.00745311,0.100833,0.005577493,0.10625,-0.001382034,0.10125,-0.001283317,0.10167,-0.003603159,0.103333,-0.001530109,0.105,-0.007502468,0.10375,-0.009279368
0.110833,-0.01071076,0.109583,0.0009871668,0.11292,0.004738401,0.109583,-0.03015795,0.108333,0.04619941,0.11,-0.001875617,0.10708,0.01298124,0.112083,0.00029615,0.10917,-0.009131293,0.11083,-0.003948667,0.109167,-0.01130306,0.109583,0.000148075,0.109583,0.006663376,0.10833,-0.01396841,0.10833,0.0011846,0.111667,-0.01229023,0.107083,-0.004343534,0.10708,0.06806515,0.1075,0.004738401,0.1075,0.004047384,0.1075,-0.004294176,0.109167,-0.0006416584,0.10958,0.02917078,0.10792,-0.01076012,0.10792,0.003701876,0.11167,0.009624877,0.108333,-0.01372162,0.111667,-0.002122409,0.11208,-0.01702863,0.107083,0.0245311,0.110417,0.003899309,0.1125,0.003701876,0.110833,-0.006614018,0.1075,0.004244817,0.112917,-0.001085884,0.10792,-0.001974334,0.10833,-0.005528134,0.11,-0.0003455084,0.111667,-0.007502468,0.11042,-0.00982231
0.1175,-0.01021718,0.11625,-0.002270484,0.11958,0.005528134,0.11625,-0.03065153,0.115,0.04220138,0.116667,-0.003800592,0.11375,0.01268509,0.11875,-0.000148075,0.11583,-0.0106614,0.1175,-0.004442251,0.115833,-0.01105627,0.11625,-0.0002467917,0.11625,0.005824284,0.115,-0.01816387,0.115,0.001579467,0.118333,-0.01224087,0.11375,-0.003257651,0.11375,0.06826259,0.11417,0.004590326,0.11417,0.004294176,0.11417,-0.005873643,0.115833,-0.002319842,0.11625,0.02981244,0.11458,-0.00982231,0.11458,0.003158934,0.11833,0.008489635,0.115,-0.01174729,0.118333,-0.001727542,0.11875,-0.01614018,0.11375,0.02586377,0.117083,0.004738401,0.11917,0.003899309,0.1175,-0.005725568,0.114167,0.0029615,0.119583,-0.0006910168,0.11458,-0.0029615,0.115,-0.007403751,0.116667,0.0004935834,0.118333,-0.007699901,0.11708,-0.01051333
0.124167,-0.009328727,0.122917,-0.005725568,0.12625,0.005923001,0.122917,-0.03134255,0.121667,0.03780849,0.123333,-0.005528134,0.12042,0.01189536,0.125417,-4.935834e-05,0.1225,-0.01209279,0.12417,-0.004689042,0.1225,-0.01061204,0.122917,-0.0005923001,0.122917,0.005083909,0.12167,-0.02161895,0.12167,0.001875617,0.125,-0.01189536,0.120417,-0.002023692,0.12042,0.06648569,0.12083,0.004787759,0.12083,0.004540967,0.12083,-0.007255676,0.1225,-0.003998026,0.12292,0.03050346,0.12125,-0.008884501,0.12125,0.002813425,0.125,0.007551826,0.121667,-0.009378085,0.125,-0.001431392,0.12542,-0.01515301,0.120417,0.02734452,0.12375,0.005478776,0.12583,0.003998026,0.124167,-0.004985192,0.120833,0.001826259,0.12625,-0.00029615,0.12125,-0.004343534,0.12167,-0.009081935,0.123333,0.0009378085,0.125,-0.007847976,0.12375,-0.01105627
0.130833,-0.007897335,0.129583,-0.00893386,0.13292,0.005972359,0.129583,-0.03242843,0.128333,0.03287266,0.13,-0.006663376,0.12708,0.01100691,0.132083,0.0005429418,0.12917,-0.01352419,0.13083,-0.004738401,0.129167,-0.01026654,0.129583,-0.001036525,0.129583,0.004195459,0.12833,-0.02423495,0.12833,0.0017769,0.131667,-0.01164857,0.127083,-0.0006910168,0.12708,0.06322804,0.1275,0.005478776,0.1275,0.004738401,0.1275,-0.00834156,0.129167,-0.005626851,0.12958,0.03149062,0.12792,-0.007946693,0.12792,0.002813425,0.13167,0.00715696,0.128333,-0.006416584,0.131667,-0.001085884,0.13208,-0.01426456,0.127083,0.02912142,0.130417,0.005972359,0.1325,0.003998026,0.130833,-0.004392892,0.1275,0.0006416584,0.132917,0,0.12792,-0.005676209,0.12833,-0.01046397,0.13,0.0009871668,0.131667,-0.008193485,0.13042,-0.0112537
0.1375,-0.006268509,0.13625,-0.01204344,0.13958,0.005824284,0.13625,-0.03381046,0.135,0.02764067,0.136667,-0.007255676,0.13375,0.01046397,0.13875,0.001530109,0.13583,-0.01505429,0.1375,-0.004787759,0.135833,-0.01016782,0.13625,-0.001530109,0.13625,0.002862784,0.135,-0.02581441,0.135,0.001283317,0.138333,-0.01120434,0.13375,0.0005923001,0.13375,0.0588845,0.13417,0.006663376,0.13417,0.004787759,0.13417,-0.009131293,0.135833,-0.007206318,0.13625,0.03311945,0.13458,-0.007206318,0.13458,0.00266535,0.13833,0.00745311,0.135,-0.003158934,0.138333,-0.001036525,0.13875,-0.0136229,0.13375,0.03075025,0.137083,0.006071076,0.13917,0.003998026,0.1375,-0.004146101,0.134167,-0.0003948667,0.139583,0.0001974334,0.13458,-0.006860809,0.135,-0.01164857,0.136667,0.0003948667,0.138333,-0.008736426,0.13708,-0.01115499
0.144167,-0.004491609,0.142917,-0.01505429,0.14625,0.005824284,0.142917,-0.03509378,0.141667,0.0227542,0.143333,-0.007551826,0.14042,0.01056269,0.145417,0.00266535,0.1425,-0.01638697,0.14417,-0.004837117,0.1425,-0.01031589,0.142917,-0.002270484,0.142917,0.001233959,0.14167,-0.02635735,0.14167,0.0003948667,0.145,-0.01085884,0.140417,0.001530109,0.14042,0.05360316,0.14083,0.008144126,0.14083,0.004689042,0.14083,-0.009970385,0.1425,-0.008440276,0.14292,0.03509378,0.14125,-0.006367226,0.14125,0.001826259,0.145,0.007897335,0.141667,0,0.145,-0.001233959,0.14542,-0.01322804,0.140417,0.03203356,0.14375,0.005923001,0.14583,0.004096742,0.144167,-0.004491609,0.140833,-0.0009871668,0.14625,0.0003948667,0.14125,-0.008144126,0.14167,-0.01288253,0.143333,-0.0007897335,0.145,-0.009131293,0.14375,-0.01090819
0.150833,-0.002714709,0.149583,-0.017769,0.15292,0.006219151,0.149583,-0.03617966,0.148333,0.01841066,0.15,-0.007551826,0.14708,0.01090819,0.152083,0.003800592,0.14917,-0.01737414,0.15083,-0.004787759,0.149167,-0.01056269,0.149583,-0.003060217,0.149583,-0.0006416584,0.14833,-0.02596249,0.14833,-0.0007897335,0.151667,-0.01056269,0.147083,0.002171767,0.14708,0.04758144,0.1475,0.009723593,0.1475,0.004540967,0.1475,-0.01080948,0.149167,-0.009180652,0.14958,0.03711747,0.14792,-0.005478776,0.14792,0.00029615,0.15167,0.008390918,0.148333,0.003109576,0.151667,-0.001628825,0.15208,-0.01288253,0.147083,0.03252715,0.150417,0.005626851,0.1525,0.004146101,0.150833,-0.005231984,0.1475,-0.0009378085,0.152917,0.0004442251,0.14792,-0.009328727,0.14833,-0.01436328,0.15,-0.001974334,0.151667,-0.009180652,0.15042,-0.01016782
0.1575,-0.0011846,0.15625,-0.01969398,0.15958,0.006910168,0.15625,-0.03721619,0.155,0.01465943,0.156667,-0.007354393,0.15375,0.01135242,0.15875,0.004738401,0.15583,-0.01806515,0.1575,-0.004787759,0.155833,-0.01080948,0.15625,-0.003751234,0.15625,-0.002517275,0.155,-0.02477789,0.155,-0.002221125,0.158333,-0.01026654,0.15375,0.002912142,0.15375,0.04121422,0.15417,0.01120434,0.15417,0.004590326,0.15417,-0.01154985,0.155833,-0.009476802,0.15625,0.03919052,0.15458,-0.004689042,0.15458,-0.001579467,0.15833,0.00893386,0.155,0.006021718,0.158333,-0.001974334,0.15875,-0.01268509,0.15375,0.03213228,0.157083,0.005528134,0.15917,0.003998026,0.1575,-0.005972359,0.154167,-0.0006416584,0.159583,0.00029615,0.15458,-0.01046397,0.155,-0.0159921,0.156667,-0.003060217,0.158333,-0.008785785,0.15708,-0.00863771
0.164167,9.871668e-05,0.162917,-0.02068115,0.16625,0.007601185,0.162917,-0.03805528,0.161667,0.01154985,0.163333,-0.006860809,0.16042,0.01145114,0.165417,0.005478776,0.1625,-0.01860809,0.16417,-0.004639684,0.1625,-0.01090819,0.162917,-0.004244817,0.162917,-0.004590326,0.16167,-0.0230997,0.16167,-0.003998026,0.165,-0.009772952,0.160417,0.003849951,0.16042,0.0346002,0.16083,0.01283317,0.16083,0.004540967,0.16083,-0.01179664,0.1625,-0.009624877,0.16292,0.04101678,0.16125,-0.004244817,0.16125,-0.003553801,0.165,0.00982231,0.161667,0.008440276,0.165,-0.002566634,0.16542,-0.0124383,0.160417,0.03094768,0.16375,0.005380059,0.16583,0.003603159,0.164167,-0.006663376,0.160833,-0.0002467917,0.16625,9.871668e-05,0.16125,-0.01135242,0.16167,-0.01771964,0.163333,-0.003899309,0.165,-0.008687068,0.16375,-0.006762093
0.170833,0.0009378085,0.169583,-0.02087858,0.17292,0.008242843,0.169583,-0.03820336,0.168333,0.009279368,0.17,-0.006367226,0.16708,0.01100691,0.172083,0.006120434,0.16917,-0.01910168,0.17083,-0.004392892,0.169167,-0.01085884,0.169583,-0.004689042,0.169583,-0.006614018,0.16833,-0.02087858,0.16833,-0.005774926,0.171667,-0.008983218,0.167083,0.004639684,0.16708,0.02778875,0.1675,0.01461007,0.1675,0.004244817,0.1675,-0.01194472,0.169167,-0.009970385,0.16958,0.04220138,0.16792,-0.004146101,0.16792,-0.005676209,0.17167,0.01051333,0.168333,0.01011846,0.171667,-0.003307009,0.17208,-0.01199408,0.167083,0.02922014,0.170417,0.005083909,0.1725,0.003109576,0.170833,-0.007206318,0.1675,0.000148075,0.172917,0,0.16792,-0.01229023,0.16833,-0.01984205,0.17,-0.004689042,0.171667,-0.008785785,0.17042,-0.005083909
0.1775,0.001382034,0.17625,-0.02033564,0.17958,0.008983218,0.17625,-0.03731491,0.175,0.007798618,0.176667,-0.005774926,0.17375,0.01001974,0.17875,0.006614018,0.17583,-0.01974334,0.1775,-0.003998026,0.175833,-0.0106614,0.17625,-0.005380059,0.17625,-0.008242843,0.175,-0.01846002,0.175,-0.007354393,0.178333,-0.007996051,0.17375,0.005083909,0.17375,0.02077986,0.17417,0.01648569,0.17417,0.003553801,0.17417,-0.01229023,0.175833,-0.0100691,0.17625,0.04284304,0.17458,-0.004195459,0.17458,-0.007946693,0.17833,0.0106614,0.175,0.01120434,0.178333,-0.003899309,0.17875,-0.01120434,0.17375,0.02754195,0.177083,0.004442251,0.17917,0.002517275,0.1775,-0.00774926,0.174167,0.0005923001,0.179583,-4.935834e-05,0.17458,-0.01337611,0.175,-0.02235933,0.176667,-0.005429418,0.178333,-0.00923001,0.17708,-0.003652517
0.184167,0.00148075,0.182917,-0.01944719,0.18625,0.009674235,0.182917,-0.03568608,0.181667,0.007058243,0.183333,-0.005281343,0.18042,0.00863771,0.185417,0.006910168,0.1825,-0.02068115,0.18417,-0.003751234,0.1825,-0.01061204,0.182917,-0.006317868,0.182917,-0.009772952,0.18167,-0.01609082,0.18167,-0.008835143,0.185,-0.007008885,0.180417,0.005330701,0.18042,0.01357354,0.18083,0.01821323,0.18083,0.002418559,0.18083,-0.01258638,0.1825,-0.009970385,0.18292,0.04313919,0.18125,-0.004491609,0.18125,-0.009871668,0.185,0.01041461,0.181667,0.01169793,0.185,-0.004343534,0.18542,-0.01011846,0.180417,0.02615992,0.18375,0.003899309,0.18583,0.001579467,0.184167,-0.007996051,0.180833,0.0009378085,0.18625,-0.00029615,0.18125,-0.01446199,0.18167,-0.02502468,0.183333,-0.006021718,0.185,-0.00982231,0.18375,-0.002319842
